id,id_kabupaten_kota,kecamatan,deleted
1655,137,METRO UTARA,F
1656,123,KOTABUMI UTARA,F
1657,135,PADANG CERMIN,F
1658,127,BANYUMAS,F
1659,132,GISTING,F
1660,132,KOTA AGUNG BARAT,F
1661,129,PENENGAHAN,F
1662,129,WAY SULAN,F
1663,129,CANDIPURO,F
1664,132,KOTA AGUNG (KOTA AGUNG PUSAT),F
1665,129,MERBAU MATARAM,F
1666,133,PAGAR DEWA,F
1667,135,TEGINENENG,F
1668,130,GEDUNG AJI BARU,F
1669,128,MARGA SEKAMPUNG,F
1670,132,KOTA AGUNG TIMUR,F
1671,123,SUNGKAI TENGAH,F
1672,132,KELUMBAYAN BARAT,F
1673,135,WAY KHILAU,F
1674,133,BELALAU,F
1675,125,BANDAR SURABAYA,F
1676,123,HULU SUNGKAI,F
1677,136,KEMILING,F
1678,132,PEMATANG SAWA,F
1679,124,PAKUAN RATU,F
1680,136,LANGKAPURA,F
1681,124,NEGERI BESAR,F
1682,125,RUMBIA,F
1683,125,PUTRA RUMBIA,F
1684,124,BLAMBANGAN UMPU,F
1685,123,BLAMBANGAN PAGAR,F
1686,127,GADING REJO,F
1687,130,PENAWAR TAMA,F
1688,123,KOTABUMI,F
1689,128,WAY JEPARA,F
1690,128,BRAJA SLEBAH,F
1691,130,DENTE TELADAS,F
1692,129,TANJUNG BINTANG,F
1693,131,PAGAR DEWA,F
1694,123,BUKIT KEMUNING,F
1695,124,KASUI,F
1696,126,WAY SERDANG,F
1697,125,BUMI RATU NUBAN,F
1698,124,BAHUGA,F
1699,124,BUMI AGUNG,F
1700,125,ANAK TUHA,F
1701,127,PRINGSEWU,F
1702,128,SUKADANA,F
1703,130,RAWAJITU TIMUR,F
1704,128,BATANGHARI NUBAN,F
1705,136,KEDAMAIAN,F
1706,125,SEPUTIH AGUNG,F
1707,123,ABUNG BARAT,F
1708,125,BUMI NABUNG,F
1709,134,NGAMBUR,F
1710,127,PAGELARAN,F
1711,130,RAWAJITU SELATAN,F
1712,136,BUMI WARAS,F
1713,128,BUMI AGUNG,F
1714,124,BUAY BAHUGA,F
1715,123,BUNGA MAYANG,F
1716,125,SEPUTIH RAMAN,F
1717,123,SUNGKAI JAYA,F
1718,123,SUNGKAI BARAT,F
1719,123,ABUNG PEKURUN,F
1720,136,SUKABUMI,F
1721,133,BATU BRAK,F
1722,133,KEBUN TEBU,F
1723,133,GEDUNG SURIAN,F
1724,131,TUMIJAJAR,F
1725,136,TANJUNG KARANG PUSAT,F
1726,126,MESUJI TIMUR,F
1727,136,ENGGAL,F
1728,127,PAGELARAN UTARA,F
1729,133,WAY TENONG,F
1730,125,SELAGAI LINGGA,F
1731,137,METRO BARAT,F
1732,125,SEPUTIH SURABAYA,F
1733,136,TANJUNG KARANG BARAT,F
1734,136,RAJABASA,F
1735,136,TELUKBETUNG SELATAN,F
1736,130,PENAWAR AJI,F
1737,131,TULANG BAWANG UDIK,F
1738,128,MARGATIGA,F
1739,133,SEKINCAU,F
1740,131,LAMBU KIBANG,F
1741,128,SEKAMPUNG,F
1742,136,TELUKBETUNG UTARA,F
1743,131,GUNUNG TERANG,F
1744,123,ABUNG TENGAH,F
1745,125,PUBIAN,F
1746,123,TANJUNG RAJA,F
1747,123,ABUNG SEMULI,F
1748,136,WAY HALIM,F
1749,133,AIR HITAM,F
1750,137,METRO PUSAT,F
1751,133,LUMBOK SEMINUNG,F
1752,137,METRO TIMUR,F
1753,128,MELINTING,F
1754,125,BANDAR MATARAM,F
1755,128,METRO KIBANG,F
1756,128,WAWAY KARYA,F
1757,128,WAY BUNGUR (PURBOLINGGO UTARA),F
1758,136,LABUHAN RATU,F
1759,135,MARGA PUNDUH,F
1760,134,PESISIR TENGAH,F
1761,136,PANJANG,F
1762,128,MATARAM BARU,F
1763,136,TANJUNG KARANG TIMUR,F
1764,123,ABUNG TINGGI,F
1765,136,KEDATON,F
1766,127,PARDASUKA,F
1767,128,PASIR SAKTI,F
1768,127,SUKOHARJO,F
1769,136,TELUKBETUNG TIMUR,F
1770,132,KELUMBAYAN,F
1771,136,SUKARAME,F
1772,125,KOTA GAJAH,F
1773,128,RAMAN UTARA,F
1774,125,SENDANG AGUNG,F
1775,136,TANJUNG SENANG,F
1776,128,LABUHAN RATU,F
1777,137,METRO SELATAN,F
1778,126,MESUJI,F
1779,128,GUNUNG PELINDUNG,F
1780,126,RAWA JITU UTARA,F
1781,125,SEPUTIH BANYAK,F
1782,125,WAY SEPUTIH,F
1783,133,SUMBER JAYA,F
1784,128,PURBOLINGGO,F
1785,138,TANJUNG PANDAN,F
1786,139,SIMPANG RENGGIANG,F
1787,140,MERAWANG,F
1788,141,AIR GEGAS,F
1789,138,BADAU,F
1790,142,MENTOK (MUNTOK),F
1791,142,KELAPA,F
1792,140,MENDO BARAT,F
1793,140,PEMALI,F
1794,142,PARITTIGA,F
1795,143,BUKIT INTAN,F
1796,140,BELINYU,F
1797,139,DAMAR,F
1798,143,GERUNGGANG,F
1799,142,JEBUS,F
1800,142,TEMPILANG,F
1801,142,SIMPANG TERITIP,F
1802,144,PANGKALAN BARU,F
1803,143,GABEK,F
1804,138,SIJUK,F
1805,143,PANGKAL BALAM,F
1806,144,KOBA,F
1807,143,RANGKUI,F
1808,140,BAKAM,F
1809,139,DENDANG,F
1810,141,SIMPANG RIMBA,F
1811,138,MEMBALONG,F
1812,140,RIAU SILIP,F
1813,139,MANGGAR,F
1814,144,NAMANG,F
1815,143,TAMAN SARI,F
1816,144,LUBUK BESAR,F
1817,141,PULAU BESAR,F
1818,143,GIRIMAYA,F
1819,139,GANTUNG,F
1820,141,PAYUNG,F
1821,144,SIMPANG KATIS,F
1822,141,TOBOALI,F
1823,139,KELAPA KAMPIT,F
1824,141,TUKAK SADAI,F
1825,141,KEPULAUAN PONGOK,F
1826,139,SIMPANG PESAK,F
1827,140,PUDING BESAR,F
1828,144,SUNGAI SELAN,F
1829,140,SUNGAI LIAT,F
1830,141,LEPAR PONGOK,F
1831,138,SELAT NASIK,F
1832,145,SIANTAN TENGAH,F
1833,145,SIANTAN SELATAN,F
1834,145,JEMAJA,F
1835,146,BINTAN PESISIR,F
1836,147,MIDAI,F
1837,147,BUNGURAN TENGAH,F
1838,147,SERASAN TIMUR,F
1839,147,PULAU LAUT,F
1840,145,SIANTAN TIMUR,F
1841,148,GALANG,F
1842,149,TANJUNG PINANG TIMUR,F
1843,150,UNGAR,F
1844,151,SINGKEP BARAT,F
1845,148,LUBUK BAJA,F
1846,148,BATAM KOTA,F
1847,147,BUNGURAN TIMUR,F
1848,150,MERAL,F
1849,151,SENAYANG,F
1850,145,PALMATAK,F
1851,151,SINGKEP,F
1852,147,SERASAN,F
1853,148,NONGSA,F
1854,148,BULANG,F
1855,146,TAMBELAN,F
1856,148,BATU AMPAR,F
1857,147,BUNGURAN BARAT,F
1858,147,BUNGURAN UTARA,F
1859,151,LINGGA UTARA,F
1860,148,BENGKONG,F
1861,146,TELUK SEBONG,F
1862,151,SINGKEP PESISIR,F
1863,146,TELUK BINTAN,F
1864,149,TANJUNG PINANG BARAT,F
1865,151,LINGGA TIMUR,F
1866,145,JEMAJA TIMUR,F
1867,148,BATU AJI,F
1868,150,MORO,F
1869,150,BURU,F
1870,146,SERI / SRI KUALA LOBAM,F
1871,147,BUNGURAN SELATAN,F
1872,147,BUNGURAN TIMUR LAUT,F
1873,151,LINGGA,F
1874,150,MERAL BARAT,F
1875,150,BELAT,F
1876,146,MANTANG,F
1877,149,BUKIT BESTARI,F
1878,150,DURAI,F
1879,148,SEI / SUNGAI BEDUK,F
1880,150,KUNDUR,F
1881,150,KUNDUR BARAT,F
1882,146,GUNUNG KIJANG,F
1883,146,BINTAN TIMUR,F
1884,150,TEBING,F
1885,149,TANJUNG PINANG KOTA,F
1886,148,BELAKANG PADANG,F
1887,146,BINTAN UTARA,F
1888,150,KARIMUN,F
1889,147,SUBI,F
1890,145,SIANTAN,F
1891,151,SELAYAR,F
1892,148,SEKUPANG,F
1893,150,KUNDUR UTARA,F
1894,147,PULAU TIGA,F
1895,148,SAGULUNG,F
1896,146,TOAPAYA,F
1897,152,PADEMANGAN,F
1898,153,TAMBORA,F
1899,154,KRAMAT JATI,F
1900,154,JATINEGARA,F
1901,154,CIPAYUNG,F
1902,155,MAMPANG PRAPATAN,F
1903,154,PASAR REBO,F
1904,156,TANAH ABANG,F
1905,155,PESANGGRAHAN,F
1906,155,TEBET,F
1907,156,SENEN,F
1908,154,CAKUNG,F
1909,156,KEMAYORAN,F
1910,156,CEMPAKA PUTIH,F
1911,153,CENGKARENG,F
1912,154,CIRACAS,F
1913,156,GAMBIR,F
1914,155,JAGAKARSA,F
1915,156,MENTENG,F
1916,155,PANCORAN,F
1917,155,CILANDAK,F
1918,155,PASAR MINGGU,F
1919,152,CILINCING,F
1920,155,KEBAYORAN BARU,F
1921,154,MAKASAR,F
1922,154,PULO GADUNG,F
1923,155,KEBAYORAN LAMA,F
1924,154,DUREN SAWIT,F
1925,153,KEBON JERUK,F
1926,156,JOHAR BARU,F
1927,153,TAMAN SARI,F
1928,153,GROGOL PETAMBURAN,F
1929,155,SETIA BUDI,F
1930,156,SAWAH BESAR,F
1931,153,PALMERAH,F
1932,153,KEMBANGAN,F
1933,153,KALIDERES,F
1934,152,PENJARINGAN,F
1935,154,MATRAMAN,F
1936,152,TANJUNG PRIOK,F
1937,152,KELAPA GADING,F
1938,152,KOJA,F
1939,157,KEPULAUAN SERIBU UTARA,F
1940,157,KEPULAUAN SERIBU SELATAN,F
1941,158,SUKMAJAYA,F
1942,159,KARAWANG BARAT,F
1943,159,KARAWANG TIMUR,F
1944,160,GUNUNG JATI (CIREBON UTARA),F
1945,161,RANCA BALI,F
1946,159,RENGASDENGKLOK,F
1947,162,CIAMBAR,F
1948,163,SITURAJA,F
1949,160,WALED,F
1950,160,LOSARI,F
1951,164,CIKEDUNG,F
1952,165,LIGUNG,F
1953,166,KUNINGAN,F
1954,167,CINEAM,F
1955,161,REGOL,F
1956,161,ARJASARI,F
1957,166,CIWARU,F
1958,168,RAJADESA,F
1959,161,BALEENDAH,F
1960,165,JATIWANGI,F
1961,159,KLARI,F
1962,169,SUKASARI,F
1963,165,MAJA,F
1964,164,ANJATAN,F
1965,170,PLERED,F
1966,171,TANJUNGSARI,F
1967,161,ANTAPANI (CICADAS),F
1968,164,ARAHAN,F
1969,172,BEKASI TIMUR,F
1970,165,ARGAPURA,F
1971,171,CIGUDEG,F
1972,167,CIHIDEUNG,F
1973,165,TALAGA,F
1974,160,HARJAMUKTI,F
1975,167,LEUWISARI,F
1976,164,PATROL,F
1977,160,ARJAWINANGUN,F
1978,161,CICENDO,F
1979,160,LEMAHABANG,F
1980,160,ASTANAJAPURA,F
1981,160,PANGENAN,F
1982,160,TENGAH TANI,F
1983,171,KEMANG,F
1984,173,CIKELET,F
1985,168,LUMBUNG,F
1986,167,CIBEUREUM,F
1987,164,SINDANG,F
1988,165,JATITUJUH,F
1989,165,KADIPATEN,F
1990,163,CONGGEANG,F
1991,161,BOJONGLOA KALER,F
1992,161,SUMUR BANDUNG,F
1993,161,BABAKAN CIPARAY,F
1994,165,MAJALENGKA,F
1995,160,PABEDILAN,F
1996,171,BABAKAN MADANG,F
1997,165,SUKAHAJI,F
1998,162,NAGRAK,F
1999,162,CIDAHU,F
2000,171,BOGOR TENGAH - KOTA,F
2001,161,CINAMBO,F
2002,161,CICALENGKA,F
2003,171,CARIU,F
2004,171,LEUWISADENG,F
2005,161,KIARACONDONG,F
2006,160,BABAKAN,F
2007,162,CIBEUREUM,F
2008,161,CIPARAY,F
2009,162,CISAAT,F
2010,171,CISEENG,F
2011,160,CIWARINGIN,F
2012,171,DRAMAGA,F
2013,165,KERTAJATI,F
2014,174,PANGANDARAN,F
2015,160,SUMBER,F
2016,171,TENJO,F
2017,170,WANAYASA,F
2018,175,KARANGTENGAH,F
2019,170,BABAKANCIKAO,F
2020,166,CIGANDAMEKAR,F
2021,164,GABUSWETAN,F
2022,162,PARUNG KUDA,F
2023,165,RAJAGALUH,F
2024,175,CIANJUR,F
2025,173,PANGATIKAN,F
2026,166,CIGUGUR,F
2027,166,JALAKSANA,F
2028,166,SINDANGAGUNG,F
2029,165,BANTARUJEG,F
2030,175,SUKALUYU,F
2031,166,KADUGEDE,F
2032,172,BABELAN,F
2033,166,SELAJAMBE,F
2034,173,BANYURESMI,F
2035,163,SUMEDANG SELATAN,F
2036,165,CIKIJING,F
2037,171,JASINGA,F
2038,174,KALIPUCANG,F
2039,168,PANJALU,F
2040,166,DARMA,F
2041,160,JAMBLANG,F
2042,160,DUKUPUNTANG,F
2043,165,SINDANGWANGI,F
2044,169,PABUARAN,F
2045,175,NARINGGUL,F
2046,171,JONGGOL,F
2047,162,KALI BUNDER,F
2048,169,CIBOGO,F
2049,164,GANTAR,F
2050,160,PALIMANAN,F
2051,173,CISURUPAN,F
2052,165,DAWUAN,F
2053,169,PAGADEN BARAT,F
2054,176,BANJAR,F
2055,164,BALONGAN,F
2056,159,JATISARI,F
2057,159,RAWAMERTA,F
2058,171,BOGOR BARAT - KOTA,F
2059,161,CANGKUANG,F
2060,160,MUNDU,F
2061,166,CILIMUS,F
2062,162,CICURUG,F
2063,168,CIPAKU,F
2064,175,GEKBRONG,F
2065,165,LEMAHSUGIH,F
2066,162,TEGAL BULEUD,F
2067,169,CIPEUNDEUY,F
2068,169,KALIJATI,F
2069,164,WIDASARI,F
2070,164,BANGODUA,F
2071,160,KLANGENAN,F
2072,168,CISAGA,F
2073,174,LANGKAPLANCAR,F
2074,168,PANAWANGAN,F
2075,166,SUBANG,F
2076,168,PAMARICAN,F
2077,171,CIAWI,F
2078,172,SUKATANI,F
2079,161,BANJARAN,F
2080,165,BANJARAN,F
2081,165,SUMBERJAYA,F
2082,168,PANUMBANGAN,F
2083,168,BANJARSARI,F
2084,173,BAYONGBONG,F
2085,162,CIDADAP,F
2086,163,JATINUNGGAL,F
2087,161,PANGALENGAN,F
2088,167,SUKARESIK,F
2089,173,BANJARWANGI,F
2090,167,SALOPA,F
2091,162,JAMPANG TENGAH,F
2092,162,BANTARGADUNG,F
2093,172,BANTAR GEBANG,F
2094,171,KLAPA NUNGGAL (KELAPA NUNGGAL),F
2095,171,NANGGUNG,F
2096,168,PURWADADI,F
2097,171,BOGOR UTARA - KOTA,F
2098,172,PEBAYURAN,F
2099,171,RANCA BUNGUR,F
2100,167,CIPATUJAH,F
2101,162,WARUNG KIARA,F
2102,163,CISARUA,F
2103,166,CIBINGBIN,F
2104,167,BUNGURSARI,F
2105,169,CIJAMBE,F
2106,162,PABUARAN,F
2107,165,PANYINGKIRAN,F
2108,159,BANYUSARI,F
2109,163,TANJUNGKERTA,F
2110,167,TARAJU,F
2111,162,CIBITUNG,F
2112,167,SUKAHENING,F
2113,163,SUKASARI,F
2114,161,KATAPANG,F
2115,165,MALAUSMA,F
2116,171,BOGOR TIMUR - KOTA,F
2117,177,CIPONGKOR,F
2118,168,BAREGBEG,F
2119,168,LAKBOK,F
2120,171,LEUWILIANG,F
2121,165,CIGASONG,F
2122,162,BAROS,F
2123,178,CIMAHI TENGAH,F
2124,173,MALANGBONG,F
2125,167,PARUNGPONTENG,F
2126,173,PASIRWANGI,F
2127,173,CIGEDUG,F
2128,171,CISARUA,F
2129,177,BATUJAJAR,F
2130,159,BATUJAYA,F
2131,174,CIJULANG,F
2132,175,CIBINONG,F
2133,175,CIPANAS,F
2134,176,PATARUMAN,F
2135,177,CILILIN,F
2136,174,CIMERAK,F
2137,161,BANDUNG KIDUL,F
2138,162,CIBADAK,F
2139,169,DAWUAN,F
2140,167,MANONJAYA,F
2141,171,BOGOR SELATAN - KOTA,F
2142,170,TEGAL WARU,F
2143,160,GEGESIK,F
2144,168,JATINAGARA,F
2145,159,CILAMAYA KULON,F
2146,165,SINDANG,F
2147,160,BEBER,F
2148,168,CIMARAGAS,F
2149,158,SAWANGAN,F
2150,158,BEJI,F
2151,169,PURWADADI,F
2152,162,CIREUNGHAS,F
2153,166,CIMAHI,F
2154,164,KARANGAMPEL,F
2155,168,SADANANYA,F
2156,166,LEBAKWANGI,F
2157,159,MAJALAYA,F
2158,175,CUGENANG,F
2159,170,CAMPAKA,F
2160,168,CIAMIS,F
2161,171,CIAMPEA,F
2162,162,WARUDOYONG,F
2163,162,BOJONG GENTENG,F
2164,161,BATUNUNGGAL,F
2165,169,BINONG,F
2166,172,BEKASI BARAT,F
2167,161,MAJALAYA,F
2168,169,BLANAKAN,F
2169,160,KARANGWARENG,F
2170,175,MANDE,F
2171,169,LEGONKULON,F
2172,164,TUKDANA,F
2173,160,PLUMBON,F
2174,164,SUKRA,F
2175,169,TAMBAKDAHAN,F
2176,170,BOJONG,F
2177,171,BOJONGGEDE,F
2178,162,JAMPANG KULON,F
2179,171,PARUNG,F
2180,169,PUSAKAJAYA,F
2181,173,PAMEUNGPEUK,F
2182,160,SUSUKAN,F
2183,171,GUNUNG PUTRI,F
2184,172,RAWALUMBU,F
2185,158,CIPAYUNG,F
2186,158,BOJONGSARI,F
2187,162,CURUGKEMBAR,F
2188,173,BUNGBULANG,F
2189,162,CIKEMBAR,F
2190,166,KRAMAT MULYA,F
2191,161,NAGREG,F
2192,174,PARIGI,F
2193,177,RONGGA,F
2194,167,BOJONGASIH,F
2195,162,PARAKAN SALAK,F
2196,161,SOLOKAN JERUK,F
2197,167,BOJONGGAMBIR,F
2198,167,JAMANIS,F
2199,168,RANCAH,F
2200,177,SAGULING,F
2201,162,NYALINDUNG,F
2202,176,LANGENSARI,F
2203,175,KADUPANDAK,F
2204,175,AGRABINTA,F
2205,177,NGAMPRAH,F
2206,161,PAMEUNGPEUK,F
2207,175,CIJATI,F
2208,163,BUAHDUA,F
2209,169,KASOMALANG,F
2210,161,RANCAEKEK,F
2211,172,BOJONGMANGU,F
2212,177,CIPEUNDEUY,F
2213,168,CIJEUNGJING,F
2214,160,CILEDUG,F
2215,175,TANGGEUNG,F
2216,175,BOJONGPICUNG,F
2217,161,BOJONGSOANG,F
2218,167,CULAMEGA,F
2219,167,GUNUNG TANJUNG,F
2220,164,INDRAMAYU,F
2221,172,KEDUNG WARINGIN,F
2222,174,PADAHERANG,F
2223,159,TIRTAMULYA,F
2224,162,KEBONPEDES,F
2225,164,LOHBENER,F
2226,159,TIRTAJAYA,F
2227,164,SUKAGUMIWANG,F
2228,164,BONGAS,F
2229,169,PAMANUKAN,F
2230,163,PASEH,F
2231,162,CIMANGGU,F
2232,164,PASEKAN,F
2233,163,CIBUGEL,F
2234,168,SINDANGKASIH,F
2235,167,CIAWI,F
2236,163,TOMO,F
2237,164,JATIBARANG,F
2238,164,KANDANGHAUR,F
2239,162,CIKIDANG,F
2240,166,CIDAHU,F
2241,170,JATILUHUR,F
2242,175,TAKOKAK,F
2243,160,KAPETAKAN,F
2244,166,CILEBAK,F
2245,170,PONDOKSALAM,F
2246,170,BUNGURSARI,F
2247,169,TANJUNGSIANG,F
2248,167,KADIPATEN,F
2249,166,MALEBER,F
2250,166,HANTARA,F
2251,169,JALANCAGAK,F
2252,177,GUNUNGHALU,F
2253,175,PAGELARAN,F
2254,175,WARUNGKONDANG,F
2255,161,KUTAWARINGIN,F
2256,177,SINDANGKERTA,F
2257,174,CIGUGUR,F
2258,162,GEGER BITUNG,F
2259,165,PALASAH,F
2260,162,PELABUHAN / PALABUHAN RATU,F
2261,162,SURADE,F
2262,168,SUKADANA,F
2263,172,SETU,F
2264,161,LENGKONG,F
2265,171,SUKARAJA,F
2266,159,TALAGASARI,F
2267,161,ANDIR,F
2268,175,CAMPAKA,F
2269,175,CAMPAKA MULYA,F
2270,161,CIMAUNG,F
2271,164,KEDOKAN BUNDER,F
2272,164,CANTIGI,F
2273,160,PLERED,F
2274,161,DAYEUHKOLOT,F
2275,173,LELES,F
2276,162,CARINGIN,F
2277,162,WALURAN,F
2278,161,BANDUNG KULON,F
2279,171,CARINGIN,F
2280,173,CARINGIN,F
2281,162,CISOLOK,F
2282,173,KARANGTENGAH,F
2283,167,CIKATOMAS,F
2284,164,LOSARANG,F
2285,159,CIBUAYA,F
2286,160,TALUN (CIREBON SELATAN),F
2287,177,PADALARANG,F
2288,164,LELEA,F
2289,171,CIBUNGBULANG,F
2290,166,JAPARA,F
2291,159,PURWASARI,F
2292,171,CIGOMBONG,F
2293,162,KABANDUNGAN,F
2294,170,SUKATANI,F
2295,172,CIKARANG SELATAN,F
2296,171,CIOMAS,F
2297,169,CIASEM,F
2298,166,NUSAHERANG,F
2299,171,PAMIJAHAN,F
2300,169,CIATER,F
2301,167,KARANGNUNGGAL,F
2302,160,SUSUKAN LEBAK,F
2303,166,CIAWIGEBANG,F
2304,178,CIMAHI UTARA,F
2305,161,ASTANA ANYAR,F
2306,175,CIBEBER,F
2307,171,SUKAMAKMUR,F
2308,175,SUKARESMI,F
2309,171,TANAH SEREAL,F
2310,171,GUNUNG SINDUR,F
2311,161,BOJONGLOA KIDUL,F
2312,167,TANJUNGJAYA,F
2313,167,CIBALONG,F
2314,171,CIJERUK,F
2315,162,SAGARANTEN,F
2316,172,CIBARUSAH,F
2317,173,CIBATU,F
2318,170,CIBATU,F
2319,167,CIKALONG,F
2320,178,CIMAHI SELATAN,F
2321,170,KIARAPEDES,F
2322,161,IBUN,F
2323,162,CIEMAS,F
2324,162,GUNUNG GURUH,F
2325,164,TRISI / TERISI,F
2326,169,PATOKBEUSI,F
2327,161,CIMEUNYAN,F
2328,163,CIMALAKA,F
2329,166,CIBEUREUM,F
2330,161,KERTASARI,F
2331,168,SUKAMANTRI,F
2332,163,JATINANGOR,F
2333,167,KAWALU,F
2334,175,CILAKU,F
2335,171,CIBINONG,F
2336,161,CILEUNYI,F
2337,171,TENJOLAYA,F
2338,173,CIBIUK,F
2339,175,CIRANJANG,F
2340,173,CIKAJANG,F
2341,177,LEMBANG,F
2342,175,PACET,F
2343,161,PASIRJAMBU,F
2344,171,RUMPIN,F
2345,163,DARMARAJA,F
2346,167,PANCATENGAH,F
2347,175,CIDAUN,F
2348,163,UJUNGJAYA,F
2349,171,PARUNG PANJANG,F
2350,163,RANCAKALONG,F
2351,173,TAROGONG KIDUL,F
2352,172,CIBITUNG,F
2353,166,PASAWAHAN,F
2354,162,SIMPENAN,F
2355,161,CIBEUNYING KIDUL,F
2356,169,SAGALAHERANG,F
2357,162,CICANTAYAN,F
2358,172,CIKARANG PUSAT,F
2359,162,PURABAYA,F
2360,165,CINGAMBUL,F
2361,170,PASAWAHAN,F
2362,168,CIDOLOG,F
2363,162,CIDOLOG,F
2364,167,CIGALONTANG,F
2365,169,CISALAK,F
2366,173,SUCINARAJA,F
2367,161,CIBEUNYING KALER,F
2368,169,SUBANG,F
2369,173,BLUBUR LIMBANGAN,F
2370,167,MANGKUBUMI,F
2371,173,CIBALONG,F
2372,173,SELAAWI,F
2373,166,LURAGUNG,F
2374,163,PAMULIHAN,F
2375,161,UJUNG BERUNG,F
2376,161,PASEH,F
2377,163,CISITU,F
2378,173,SINGAJAYA,F
2379,160,PASALEMAN,F
2380,161,MARGAASIH,F
2381,177,PARONGPONG,F
2382,175,SUKANAGARA,F
2383,175,CIKALONGKULON,F
2384,159,TEGALWARU,F
2385,177,CIHAMPELAS,F
2386,166,KARANGKANCANA,F
2387,163,CIMANGGUNG,F
2388,161,CIKANCUNG,F
2389,161,BANDUNG WETAN,F
2390,168,CIHAURBEUTI,F
2391,173,CISOMPET,F
2392,175,HAURWANGI,F
2393,173,CIHURIP,F
2394,163,TANJUNGSARI,F
2395,170,MANIIS,F
2396,161,BUAHBATU (MARGACINTA),F
2397,173,MEKARMUKTI,F
2398,166,CINIRU,F
2399,169,SERANGPANJANG,F
2400,163,JATIGEDE,F
2401,167,SINGAPARNA,F
2402,175,CIKADU,F
2403,167,CISAYONG,F
2404,162,KADUDAMPIT,F
2405,162,CIKAKAK,F
2406,167,TAWANG,F
2407,177,CIKALONG WETAN,F
2408,159,CILAMAYA WETAN,F
2409,174,SIDAMULIH,F
2410,167,SODONGHILIR,F
2411,159,CIKAMPEK,F
2412,159,KOTABARU,F
2413,166,GARAWANGI,F
2414,159,CILEBAR,F
2415,162,CIRACAP,F
2416,163,TANJUNGMEDAR,F
2417,172,CIKARANG UTARA,F
2418,173,CISEWU,F
2419,163,WADO,F
2420,169,CIKAUM,F
2421,161,PACET,F
2422,172,CIKARANG BARAT,F
2423,160,DEPOK,F
2424,173,KADUNGORA,F
2425,160,GEMPOL,F
2426,162,CIKOLE,F
2427,162,CITAMIANG,F
2428,163,GANEAS,F
2429,168,CIKONENG,F
2430,162,LEMBURSITU,F
2431,159,TEMPURAN,F
2432,167,PADAKEMBANG,F
2433,162,LENGKONG,F
2434,158,TAPOS,F
2435,172,SERANG BARU,F
2436,173,CILAWU,F
2437,161,CILENGKRANG,F
2438,171,SUKAJAYA,F
2439,171,CILEUNGSI,F
2440,170,DARANGDAN,F
2441,158,CILODONG,F
2442,173,TAROGONG KALER,F
2443,167,PUSPAHIANG,F
2444,162,SUKALARANG,F
2445,166,CIPICUNG,F
2446,161,GEDEBAGE,F
2447,173,GARUT KOTA,F
2448,172,MUSTIKA JAYA,F
2449,173,KARANGPAWITAN,F
2450,158,CINERE,F
2451,161,SOREANG,F
2452,159,PANGKALAN,F
2453,173,SAMARANG,F
2454,173,SUKARESMI,F
2455,173,WANARAJA,F
2456,167,PAGERAGEUNG,F
2457,177,CISARUA,F
2458,161,PANYILEUKAN,F
2459,161,CIBIRU,F
2460,161,COBLONG,F
2461,170,PURWAKARTA,F
2462,161,RANCASARI,F
2463,164,HAURGEULIS,F
2464,166,KALIMANGGIS,F
2465,165,LEUWIMUNDING,F
2466,177,CIPATAT,F
2467,171,MEGAMENDUNG,F
2468,172,CIKARANG TIMUR,F
2469,167,CIPEDES,F
2470,161,SUKAJADI,F
2471,159,JAYAKERTA,F
2472,166,MANDIRANCAN,F
2473,170,SUKASARI,F
2474,158,CIMANGGIS,F
2475,161,ARCAMANIK,F
2476,162,SUKARAJA,F
2477,167,KARANG JAYA,F
2478,171,TAJURHALANG,F
2479,171,CITEUREUP,F
2480,168,KAWALI,F
2481,161,CIDADAP,F
2482,167,JATIWARAS,F
2483,159,LEMAHABANG,F
2484,161,CIWIDEY,F
2485,169,COMPRENG,F
2486,164,JUNTINYUAT,F
2487,166,PANCALANG,F
2488,167,RAJAPOLAH,F
2489,158,PANCORAN MAS,F
2490,173,PAKENJENG,F
2491,160,GEBANG,F
2492,159,PEDES,F
2493,160,KESAMBI,F
2494,164,KRANGKENG,F
2495,173,LEUWIGOONG,F
2496,160,GREGED (GREGET),F
2497,164,SLIYEG,F
2498,169,PAGADEN,F
2499,165,KASOKANDEL,F
2500,173,PAMULIHAN,F
2501,161,SUKASARI,F
2502,169,PUSAKANAGARA,F
2503,173,KERSAMANAH,F
2504,175,PASIRKUDA,F
2505,175,SINDANGBARANG,F
2506,163,SUMEDANG UTARA,F
2507,158,LIMO,F
2508,160,PANGURAGAN,F
2509,162,KALAPA NUNGGAL,F
2510,162,GUNUNG PUYUH,F
2511,167,SUKARATU,F
2512,160,KALIWEDI,F
2513,172,BEKASI UTARA,F
2514,172,MEDAN SATRIA,F
2515,167,BANTARKALONG,F
2516,160,PABUARAN,F
2517,167,INDIHIANG,F
2518,160,PEKALIPAN,F
2519,167,SALAWU,F
2520,172,BEKASI SELATAN,F
2521,172,TAMBUN UTARA,F
2522,164,KERTASEMAYA,F
2523,167,SUKARAJA,F
2524,174,MANGUNJAYA,F
2525,172,JATIASIH,F
2526,172,PONDOK MELATI,F
2527,169,CIPUNAGARA,F
2528,172,PONDOK GEDE,F
2529,161,MANDALAJATI,F
2530,172,JATI SAMPURNA,F
