id,id_kabupaten_kota,kecamatan,deleted
839,65,BATANG GASAN,F
840,70,LUBUK BASUNG,F
841,65,SUNGAI LIMAU,F
842,69,GUGUAK (GUGU),F
843,69,PANGKALAN KOTO BARU,F
844,57,SITIUNG,F
845,65,V KOTO TIMUR,F
846,67,NANGGALO,F
847,64,SUNGAI TARAB,F
848,66,PANCUNG SOAL,F
849,66,BATANG KAPAS,F
850,69,MUNGKA,F
851,60,TALAMAU,F
852,70,KAMANG MAGEK,F
853,66,LENGAYANG,F
854,61,DANAU KEMBAR,F
855,61,TANJUNG HARAPAN,F
856,65,NAN SABARIS,F
857,60,LUHAK NAN DUO,F
858,60,KINALI,F
859,74,SIBERUT BARAT DAYA,F
860,57,TIUMANG,F
861,69,PAYAKUMBUH,F
862,59,IV NAGARI,F
863,62,RAO UTARA,F
864,71,LAMPOSI TIGO NAGARI,F
865,66,IV NAGARI BAYANG UTARA,F
866,70,PALUPUH,F
867,64,TANJUNG EMAS,F
868,69,GUNUANG OMEH (GUNUNG MAS),F
869,66,RANAH PESISIR,F
870,59,SUMPUR KUDUS,F
871,57,SUNGAI RUMBAI,F
872,59,TANJUNG GADANG,F
873,62,RAO SELATAN,F
874,64,SALIMPAUNG,F
875,70,MATUR,F
876,61,PANTAI CERMIN,F
877,58,SANGIR,F
878,65,2 X 11 ENAM LINGKUNG,F
879,62,MAPAT TUNGGUL,F
880,66,LUNANG,F
881,74,SIBERUT SELATAN,F
882,70,MALAKAK,F
883,74,SIKAKAP,F
884,68,SILUNGKANG,F
885,60,GUNUNG TULEH,F
886,61,JUNJUNG SIRIH,F
887,62,MAPAT TUNGGUL SELATAN,F
888,62,PADANG GELUGUR,F
889,62,RAO,F
890,58,KOTO PARIK GADANG DIATEH,F
891,62,PANTI,F
892,57,TIMPEH,F
893,60,KOTO BALINGKA,F
894,61,HILIRAN GUMANTI,F
895,60,SASAK RANAH PASISIR / PESISIE,F
896,74,SIBERUT BARAT,F
897,65,SINTUK / SINTUAK TOBOH GADANG,F
898,69,SITUJUAH LIMO / LIMA NAGARI,F
899,60,SUNGAI AUR,F
900,65,PATAMUAN,F
901,58,SANGIR BALAI JANGGO,F
902,65,ULAKAN TAPAKIH / TAPAKIS,F
903,70,TANJUNG MUTIARA,F
904,60,LEMBAH MELINTANG,F
905,75,KEMUNING,F
906,76,KUANTAN MUDIK,F
907,77,UKUI,F
908,78,PAYUNG SEKAKI,F
909,79,PUJUD,F
910,80,MANDAU,F
911,81,RENGAT BARAT,F
912,76,SINGINGI,F
913,81,PASIR PENYU,F
914,82,PENDALIAN IV KOTO,F
915,80,BENGKALIS,F
916,81,LUBUK BATU JAYA,F
917,75,KATEMAN,F
918,83,TAPUNG,F
919,77,BANDAR PETALANGAN,F
920,83,KAMPAR,F
921,84,TEBING TINGGI,F
922,82,ROKAN IV KOTO,F
923,84,TEBING TINGGI BARAT,F
924,83,RUMBIO JAYA,F
925,82,KABUN,F
926,81,BATANG CENAKU,F
927,84,RANGSANG BARAT,F
928,80,BUKIT BATU,F
929,83,KAMPAR KIRI HULU,F
930,83,TAMBANG,F
931,82,RAMBAH,F
932,79,BAGAN SINEMBAH,F
933,79,BANGKO,F
934,85,BUKIT KAPUR,F
935,79,RANTAU KOPAR,F
936,75,ENOK,F
937,75,PELANGIRAN,F
938,85,DUMAI BARAT,F
939,77,BUNUT,F
940,84,MERBAU,F
941,79,SIMPANG KANAN,F
942,82,KUNTO DARUSSALAM,F
943,75,MANDAH,F
944,80,PINGGIR,F
945,83,XIII KOTO KAMPAR,F
946,76,KUANTAN TENGAH,F
947,80,SIAK KECIL,F
948,81,SEBERIDA,F
949,86,SABAK AUH,F
950,84,TASIK PUTRI PUYU,F
951,83,KOTO KAMPAR HULU,F
952,83,BANGKINANG,F
953,79,BANGKO PUSAKA (PUSAKO),F
954,85,SUNGAI SEMBILAN,F
955,75,PULAU BURUNG,F
956,82,TAMBUSAI UTARA,F
957,82,BANGUN PURBA,F
958,83,KAMPAR KIRI HILIR,F
959,81,LIRIK,F
960,76,BENAI,F
961,76,INUMAN,F
962,77,KERUMUTAN,F
963,86,DAYUN,F
964,79,TANAH PUTIH,F
965,80,BANTAN,F
966,79,BATU HAMPAR,F
967,76,KUANTAN HILIR,F
968,84,PULAUMERBAU,F
969,77,PANGKALAN KURAS,F
970,82,TAMBUSAI,F
971,77,PELALAWAN,F
972,84,TEBING TINGGI TIMUR,F
973,79,TANAH PUTIH TANJUNG MELAWAN,F
974,80,RUPAT,F
975,81,PERANAP,F
976,81,RAKIT KULIM,F
977,83,KUOK (BANGKINANG BARAT),F
978,75,KEMPAS,F
979,86,KANDIS,F
980,75,GAUNG,F
981,81,BATANG GANSAL,F
982,86,PUSAKO,F
983,86,SUNGAI MANDAU,F
984,75,SUNGAI BATANG,F
985,86,MEMPURA,F
986,76,SENTAJO RAYA,F
987,76,SINGINGI HILIR,F
988,83,TAPUNG HILIR,F
989,75,TELUK BELENGKONG,F
990,84,RANGSANG PESISIR,F
991,83,KAMPAR KIRI TENGAH,F
992,85,DUMAI KOTA,F
993,83,BANGKINANG SEBERANG,F
994,82,BONAI DARUSSALAM,F
995,81,KELAYANG,F
996,82,TANDUN,F
997,86,KERINCI KANAN,F
998,86,SIAK,F
999,86,KOTO GASIB,F
1000,86,BUNGA RAYA,F
1001,77,PANGKALAN KERINCI,F
1002,85,DUMAI TIMUR,F
1003,85,DUMAI SELATAN,F
1004,83,TAPUNG HULU,F
1005,83,SIAK HULU,F
1006,76,LOGAS TANAH DARAT,F
1007,86,SUNGAI APIT,F
1008,78,SAIL,F
1009,84,RANGSANG,F
1010,75,CONCONG,F
1011,76,KUANTAN HILIR SEBERANG,F
1012,79,SINABOI (SENABOI),F
1013,83,KAMPAR TIMUR,F
1014,78,TAMPAN,F
1015,83,KAMPAR KIRI,F
1016,77,PANGKALAN LESUNG,F
1017,86,LUBUK DALAM,F
1018,77,TELUK MERANTI,F
1019,83,SALO,F
1020,75,BATANG TUAKA,F
1021,85,MEDANG KAMPAI,F
1022,83,GUNUNG SAHILAN,F
1023,76,GUNUNG TOAR,F
1024,83,PERHENTIAN RAJA,F
1025,79,RIMBA MELINTANG,F
1026,75,TEMPULING,F
1027,75,GAUNG ANAK SERKA,F
1028,78,SUKAJADI,F
1029,80,RUPAT UTARA,F
1030,76,PUCUK RANTAU,F
1031,76,HULU KUANTAN,F
1032,79,KUBU BABUSSALAM,F
1033,78,SENAPELAN,F
1034,76,CERENTI,F
1035,81,RENGAT,F
1036,83,KAMPAR UTARA,F
1037,82,RAMBAH SAMO,F
1038,79,PEKAITAN,F
1039,75,KERITANG,F
1040,81,SUNGAI LALA,F
1041,82,PAGARAN TAPAH DARUSSALAM,F
1042,82,KEPENUHAN HULU,F
1043,82,KEPENUHAN,F
1044,77,BANDAR SEI KIJANG,F
1045,78,PEKANBARU KOTA,F
1046,76,PANGEAN,F
1047,81,BATANG PERANAP,F
1048,81,KUALA CENAKU,F
1049,75,TANAH MERAH,F
1050,78,TENAYAN RAYA,F
1051,77,LANGGAM,F
1052,78,RUMBAI PESISIR,F
1053,82,RAMBAH HILIR,F
1054,75,RETEH,F
1055,78,MARPOYAN DAMAI,F
1056,86,MINAS,F
1057,86,TUALANG,F
1058,78,RUMBAI,F
1059,82,UJUNG BATU,F
1060,79,PASIR LIMAU KAPAS,F
1061,75,TEMBILAHAN,F
1062,75,TEMBILAHAN HULU,F
1063,75,KUALA INDRAGIRI,F
1064,78,LIMA PULUH,F
1065,79,KUBU,F
1066,77,KUALA KAMPAR,F
1067,78,BUKIT RAYA,F
1068,87,TEBO TENGAH,F
1069,88,TEBING TINGGI,F
1070,88,MERLUNG,F
1071,89,BAHAR SELATAN,F
1072,90,DANAU KERINCI,F
1073,91,RENAH PEMBARAP,F
1074,91,TABIR ILIR,F
1075,90,AIR HANGAT BARAT,F
1076,90,GUNUNG KERINCI,F
1077,92,BATHIN III,F
1078,90,AIR HANGAT TIMUR,F
1079,93,SADU,F
1080,91,MUARA SIAU,F
1081,91,TABIR BARAT,F
1082,90,GUNUNG RAYA,F
1083,94,KUMUN DEBAI,F
1084,90,AIR HANGAT,F
1085,90,SIULAK,F
1086,93,MUARA SABAK TIMUR,F
1087,94,SUNGAI PENUH,F
1088,90,SITINJAU LAUT,F
1089,95,MUARA TEMBESI,F
1090,96,PELAYANGAN,F
1091,89,KUMPEH ULU,F
1092,97,SINGKUT,F
1093,95,MUARA BULIAN,F
1094,91,NALO TANTAN,F
1095,92,BATHIN III ULU,F
1096,87,VII KOTO,F
1097,94,PONDOK TINGGI,F
1098,95,BATIN XXIV,F
1099,92,JUJUHAN ILIR,F
1100,97,SAROLANGUN,F
1101,95,PEMAYUNG,F
1102,92,BATHIN II BABEKO,F
1103,88,TUNGKAL ULU,F
1104,96,KOTA BARU,F
1105,89,BAHAR UTARA,F
1106,95,BAJUBANG,F
1107,89,SUNGAI BAHAR,F
1108,89,MARO SEBO,F
1109,92,PELEPAT,F
1110,87,VII KOTO ILIR,F
1111,93,RANTAU RASAU,F
1112,87,MUARA TABIR,F
1113,92,PELEPAT ILIR,F
1114,97,BATHIN VIII (BATIN VIII),F
1115,92,JUJUHAN,F
1116,94,TANAH KAMPUNG,F
1117,90,DEPATI TUJUH,F
1118,92,LIMBUR LUBUK MENGKUANG,F
1119,91,PANGKALAN JAMBU,F
1120,90,BATANG MERANGIN,F
1121,92,MUKO-MUKO BATIN VII,F
1122,94,KOTO BARU,F
1123,92,PASAR MUARA BUNGO,F
1124,91,TIANG PUMPUNG,F
1125,89,MESTONG,F
1126,91,SUNGAI TENANG,F
1127,90,KAYU ARO,F
1128,97,BATANG ASAI,F
1129,97,PAUH,F
1130,90,KAYU ARO BARAT,F
1131,97,PELAWAN,F
1132,95,MARO SEBO ULU,F
1133,91,BANGKO BARAT,F
1134,91,TABIR,F
1135,90,GUNUNG TUJUH,F
1136,90,KELILING DANAU,F
1137,95,MERSAM,F
1138,91,SUNGAI MANAU,F
1139,89,SEKERNAN,F
1140,96,PASAR JAMBI,F
1141,97,LIMUN,F
1142,88,KUALA BETARA,F
1143,87,TEBO ILIR,F
1144,89,KUMPEH,F
1145,93,MENDAHARA,F
1146,90,BUKITKERMAN,F
1147,88,BRAM ITAM,F
1148,96,JAMBI TIMUR,F
1149,88,RENAH MENDALUH,F
1150,91,RENAH PEMENANG,F
1151,88,MUARA PAPALIK,F
1152,92,TANAH TUMBUH,F
1153,87,SERAI SERUMPUN,F
1154,97,MANDIANGIN,F
1155,95,MARO SEBO ILIR,F
1156,97,AIR HITAM,F
1157,91,TABIR TIMUR,F
1158,93,MENDAHARA ULU,F
1159,96,TELANAIPURA,F
1160,91,TABIR SELATAN,F
1161,88,BETARA,F
1162,93,NIPAH PANJANG,F
1163,87,TEBO ULU,F
1164,92,TANAH SEPENGGAL,F
1165,92,RIMBO TENGAH,F
1166,93,DENDANG,F
1167,96,JELUTUNG,F
1168,94,HAMPARAN RAWANG,F
1169,89,JAMBI LUAR KOTA,F
1170,87,SUMAY,F
1171,91,LEMBAH MASURAI,F
1172,91,BANGKO,F
1173,94,SUNGAI BUNGKAL,F
1174,88,BATANG ASAM,F
1175,96,JAMBI SELATAN,F
1176,92,TANAH SEPENGGAL LINTAS,F
1177,91,PAMENANG,F
1178,87,RIMBO ILIR,F
1179,88,SEBERANG KOTA,F
1180,93,KUALA JAMBI,F
1181,88,TUNGKAL ILIR,F
1182,93,MUARA SABAK BARAT,F
1183,97,CERMIN NAN GADANG,F
1184,91,TABIR ULU,F
1185,91,PAMENANG BARAT,F
1186,88,PENGABUAN,F
1187,89,SUNGAI GELAM,F
1188,91,BATANG MASUMAI,F
1189,89,TAMAN RAJO  /  REJO,F
1190,88,SENYERANG,F
1191,93,GERAGAI,F
1192,91,TABIR LINTAS,F
1193,94,PESISIR BUKIT,F
1194,90,SIULAK MUKAI,F
1195,91,JANGKAT,F
1196,92,RANTAU PANDAN,F
1197,91,MARGO TABIR,F
1198,87,TENGAH ILIR,F
1199,96,DANAU TELUK,F
1200,92,BATHIN II PELAYANG,F
1201,87,RIMBO BUJANG,F
1202,91,PAMENANG SELATAN,F
1203,92,BUNGO DANI,F
1204,93,BERBAK,F
1205,87,RIMBO ULU,F
1206,98,ILIR TIMUR II,F
1207,98,SEBERANG ULU I,F
1208,98,SEBERANG ULU II,F
1209,98,ILIR TIMUR I,F
1210,98,BUKIT KECIL,F
1211,98,KEMUNING,F
1212,98,ILIR BARAT I,F
1213,98,ILIR BARAT II,F
1214,98,GANDUS,F
1215,99,PAJAR BULAN,F
1216,100,SEMENDAWAI BARAT,F
1217,100,MADANG SUKU I,F
1218,101,LALAN (SUNGAI LALAN),F
1219,102,DEMPO UTARA,F
1220,103,KISAM TINGGI,F
1221,101,SANGA DESA,F
1222,103,MEKAKAU ILIR,F
1223,103,RUNJUNG AGUNG,F
1224,104,TALANG KELAPA,F
1225,105,TUAH NEGERI,F
1226,105,RAWAS ILIR,F
1227,106,RAMBANG DANGKU,F
1228,99,TANJUNG TEBAT,F
1229,107,BATURAJA BARAT,F
1230,104,MUARA PADANG,F
1231,106,PENUKAL (PENUKAL ABAB),F
1232,108,JEJAWI,F
1233,109,PENDOPO BARAT,F
1234,110,LUBUK LINGGAU SELATAN SATU (I),F
1235,103,BUAY PEMACA,F
1236,109,ULU MUSI,F
1237,106,RAMBANG,F
1238,104,AIR KUMBANG,F
1239,110,LUBUK LINGGAU TIMUR SATU (I),F
1240,105,MUARA BELITI,F
1241,99,PAGAR GUNUNG,F
1242,106,MUARA ENIM,F
1243,109,PASEMAH AIR KERUH,F
1244,107,BATURAJA TIMUR,F
1245,108,PANGKALAN LAMPAM,F
1246,99,MULAK ULU,F
1247,101,PLAKAT TINGGI (PELAKAT TINGGI),F
1248,103,BANDING AGUNG,F
1249,104,SUAK TAPEH,F
1250,104,AIR SALEK,F
1251,107,LUBUK BATANG,F
1252,106,LEMBAK,F
1253,98,ALANG-ALANG LEBAR,F
1254,103,MUARADUA KISAM,F
1255,102,PAGAR ALAM UTARA,F
1256,100,BUAY MADANG,F
1257,111,PRABUMULIH UTARA,F
1258,103,PULAU BERINGIN,F
1259,100,BUAY PEMUKA BANGSA RAJA,F
1260,108,KAYU AGUNG,F
1261,105,MUARA LAKITAN,F
1262,99,MERAPI TIMUR,F
1263,106,SEMENDO DARAT ULU,F
1264,100,BELITANG JAYA,F
1265,104,MUARA SUGIHAN,F
1266,105,KARANG DAPO,F
1267,112,RANTAU PANJANG,F
1268,112,INDRALAYA SELATAN,F
1269,112,PEMULUTAN BARAT,F
1270,106,MUARA BELIDA,F
1271,99,JARAI,F
1272,102,DEMPO SELATAN,F
1273,109,TEBING TINGGI,F
1274,106,LUBAI,F
1275,112,PEMULUTAN,F
1276,108,SIRAH PULAU PADANG,F
1277,101,BABAT SUPAT,F
1278,99,KIKIM BARAT,F
1279,99,KIKIM TIMUR,F
1280,101,BABAT TOMAN,F
1281,105,STL ULU TERAWAS,F
1282,109,LINTANG KANAN,F
1283,106,SEMENDO DARAT LAUT,F
1284,98,PLAJU,F
1285,101,SEKAYU,F
1286,112,INDRALAYA UTARA,F
1287,108,MESUJI RAYA,F
1288,100,MADANG SUKU II,F
1289,99,LAHAT,F
1290,109,PENDOPO,F
1291,109,SIKAP DALAM,F
1292,108,AIR SUGIHAN,F
1293,100,BUAY PEMUKA BELIUNG  /  PELIUNG,F
1294,107,LENGKITI,F
1295,103,BUANA PEMACA,F
1296,107,SOSOH BUAY RAYAP,F
1297,100,MADANG SUKU III,F
1298,99,MUARAPAYANG,F
1299,110,LUBUK LINGGAU BARAT DUA (II),F
1300,110,LUBUK LINGGAU BARAT SATU (I),F
1301,99,KOTA AGUNG,F
1302,101,SUNGAI KERUH,F
1303,100,BELITANG MADANG RAYA,F
1304,108,PAMPANGAN,F
1305,100,BUAY MADANG TIMUR,F
1306,105,BATUKUNING LAKITAN ULU (BTS) / CECAR,F
1307,112,TANJUNG BATU,F
1308,100,BELITANG II,F
1309,105,SUKAKARYA,F
1310,106,GUNUNG MEGANG,F
1311,105,PURWODADI,F
1312,104,TANJUNG LAGO,F
1313,103,BUAY RAWAN,F
1314,101,TUNGKAL JAYA,F
1315,107,SEMIDANG AJI,F
1316,104,PULAU RIMAU,F
1317,99,KIKIM SELATAN,F
1318,99,KIKIM TENGAH,F
1319,99,GUMAY TALANG,F
1320,107,LUBUK RAJA,F
1321,105,TIANG PUMPUNG KEPUNGUT,F
1322,103,MUARADUA,F
1323,105,RUPIT,F
1324,109,MUARA PINANG,F
1325,105,SELANGIT,F
1326,99,TANJUNG SAKTI PUMU,F
1327,106,SEMENDO DARAT TENGAH,F
1328,110,LUBUK LINGGAU UTARA DUA (II),F
1329,99,PSEKSU,F
1330,100,BUNGA MAYANG,F
1331,101,BAYUNG LENCIR,F
1332,106,TANJUNG AGUNG,F
1333,103,BUAY RUNJUNG,F
1334,103,WARKUK RANAU SELATAN,F
1335,100,BELITANG,F
1336,110,LUBUK LINGGAU UTARA SATU (I),F
1337,107,PENGANDONAN,F
1338,107,ULU OGAN,F
1339,112,TANJUNG RAJA,F
1340,107,PENINJAUAN,F
1341,105,MUARA KELINGI,F
1342,106,TALANG UBI,F
1343,108,TELUK GELAM,F
1344,104,TUNGKAL ILIR,F
1345,99,TANJUNG SAKTI PUMI,F
1346,112,RAMBANG KUANG,F
1347,108,MESUJI MAKMUR,F
1348,107,MUARA JAYA,F
1349,101,SUNGAI LILIN,F
1350,102,PAGAR ALAM SELATAN,F
1351,106,ABAB,F
1352,112,LUBUK KELIAT,F
1353,106,BENAKAT,F
1354,104,BETUNG,F
1355,106,GELUMBANG,F
1356,105,KARANG JAYA,F
1357,101,BATANGHARI LEKO,F
1358,98,KALIDONI,F
1359,100,MARTAPURA,F
1360,108,LEMPUING,F
1361,101,LAWANG WETAN,F
1362,105,NIBUNG,F
1363,108,SUNGAI MENANG,F
1364,105,JAYA LOKA,F
1365,108,TANJUNG LUBUK,F
1366,106,TANAH ABANG,F
1367,103,BUAY SANDANG AJI,F
1368,100,JAYAPURA,F
1369,103,SIMPANG,F
1370,100,SEMENDAWAI TIMUR,F
1371,108,PEDAMARAN,F
1372,112,PEMULUTAN SELATAN,F
1373,100,SEMENDAWAI SUKU III,F
1374,111,CAMBAI,F
1375,108,TULUNG SELAPAN,F
1376,103,KISAM ILIR,F
1377,100,CEMPAKA,F
1378,105,MEGANG SAKTI,F
1379,102,DEMPO TENGAH,F
1380,109,TALANG PADANG,F
1381,108,CENGAL,F
1382,110,LUBUK LINGGAU TIMUR DUA (II),F
1383,104,BANYUASIN I,F
1384,101,KELUANG,F
1385,103,SUNGAI ARE,F
1386,100,BELITANG III,F
1387,101,LAIS,F
1388,106,SUNGAI ROTAN,F
1389,106,LAWANG KIDUL,F
1390,104,MAKARTI JAYA,F
1391,104,RAMBUTAN,F
1392,105,TUGUMULYO,F
1393,110,LUBUK LINGGAU SELATAN DUA (II),F
1394,106,KELEKAR,F
1395,108,PEDAMARAN TIMUR,F
1396,104,BANYUASIN III,F
1397,103,BUAY PEMATANG RIBU RANAU TENGAH,F
1398,99,MERAPI SELATAN,F
1399,106,UJAN MAS,F
1400,99,MERAPI BARAT,F
1401,111,PRABUMULIH TIMUR,F
1402,111,PRABUMULIH BARAT,F
1403,99,SUKAMERINDU,F
1404,112,INDRALAYA,F
1405,98,SUKARAMI,F
1406,105,SUMBER HARTA,F
1407,105,ULU RAWAS,F
1408,104,BANYUASIN II,F
1409,99,PULAU PINANG,F
1410,108,MESUJI,F
1411,111,RAMBANG KAPAK TENGAH,F
1412,112,MUARA KUANG,F
1413,112,KANDIS,F
1414,104,SUMBER MARGA TELANG,F
1415,103,TIGA DIHAJI,F
1416,106,PENUKAL UTARA,F
1417,98,KERTAPATI,F
1418,107,SINAR PENINJAUAN,F
1419,98,SEMATANG BORANG,F
1420,109,SALING,F
1421,112,RANTAU ALAI,F
1422,104,RANTAU BAYUR,F
1423,105,RAWAS ULU,F
1424,104,SEMBAWA,F
1425,108,LEMPUING JAYA,F
1426,112,PAYARAMAN,F
1427,99,GUMAY ULU,F
1428,111,PRABUMULIH SELATAN,F
1429,104,MUARA TELANG,F
1430,103,SINDANG DANAU,F
1431,100,BELITANG MULYA,F
1432,112,SUNGAI PINANG,F
1433,98,SAKO,F
1434,113,PONDOK KELAPA,F
1435,114,CURUP,F
1436,115,AIR MAJUNTO,F
1437,114,BINDURIANG,F
1438,116,MAJE,F
1439,117,HULU PALIK,F
1440,114,CURUP TENGAH,F
1441,116,NASAL,F
1442,114,BERMANI ULU RAYA,F
1443,115,PONDOK SUGUH,F
1444,115,IPUH (MUKO-MUKO SELATAN),F
1445,115,AIR DIKIT,F
1446,116,KAUR SELATAN,F
1447,118,RIMBO PENGADANG,F
1448,114,SINDANG KELINGI,F
1449,114,SELUPU REJANG,F
1450,119,UJAN MAS,F
1451,114,PADANG ULAK TANDING,F
1452,120,PINORAYA,F
1453,121,SUKARAJA,F
1454,116,PADANG GUCI HILIR,F
1455,121,ULU TALO,F
1456,118,PINANG BELAPIS,F
1457,113,PEMATANG TIGA,F
1458,114,CURUP SELATAN,F
1459,121,SELUMA BARAT,F
1460,117,ULOK KUPAI,F
1461,121,SEMIDANG ALAS,F
1462,114,CURUP TIMUR,F
1463,117,BATIK NAU,F
1464,117,ARMA JAYA,F
1465,114,BERMANI ULU,F
1466,117,PUTRI HIJAU,F
1467,117,AIR NAPAL,F
1468,113,BANG HAJI,F
1469,114,SINDANG BELITI ULU,F
1470,117,LAIS,F
1471,121,TALO,F
1472,121,AIR PERIUKAN,F
1473,119,SEBERANG MUSI,F
1474,119,MUARA KEMUMU,F
1475,113,TALANG EMPAT,F
1476,119,BERMANI ILIR,F
1477,115,AIR RAMI,F
1478,114,SINDANG DARATAN,F
1479,117,KETAHUN,F
1480,119,KEBAWETAN (KABAWETAN),F
1481,120,KEDURANG ILIR,F
1482,120,ULU MANNA,F
1483,117,NAPAL PUTIH,F
1484,120,PINO,F
1485,118,TOPOS,F
1486,117,TANJUNG AGUNG PALIK,F
1487,118,AMEN,F
1488,122,RATU SAMBAN,F
1489,117,ENGGANO,F
1490,115,LUBUK PINANG,F
1491,121,LUBUK SANDI,F
1492,113,PAGAR JATI,F
1493,113,MERIGI SAKTI,F
1494,117,PADANG JAYA,F
1495,118,LEBONG ATAS,F
1496,115,TERAS TERUNJAM,F
1497,117,KERKAP,F
1498,116,LUNGKANG KULE,F
1499,116,TANJUNG KEMUNING,F
1500,116,SEMIDANG GUMAI (GUMAY),F
1501,116,TETAP (MUARA TETAP),F
1502,120,SEGINIM,F
1503,122,TELUK SEGARA,F
1504,113,MERIGI KELINDANG,F
1505,113,TABA PENANJUNG,F
1506,121,TALO KECIL,F
1507,114,SINDANG BELITI ILIR,F
1508,117,AIR PADANG,F
1509,115,TERAMANG JAYA,F
1510,115,KOTA MUKOMUKO (MUKOMUKO UTARA),F
1511,116,KAUR UTARA,F
1512,116,LUAS,F
1513,115,SUNGAI RUMBAI,F
1514,120,KEDURANG,F
1515,119,MERIGI,F
1516,114,CURUP UTARA,F
1517,120,PASAR MANNA,F
1518,113,PONDOK KUBANG,F
1519,114,KOTA PADANG,F
1520,118,LEBONG UTARA,F
1521,122,MUARA BANGKA HULU,F
1522,122,SELEBAR,F
1523,119,KEPAHIANG,F
1524,116,MUARA SAHUNG,F
1525,115,PENARIK,F
1526,118,BINGIN KUNING,F
1527,121,SELUMA TIMUR,F
1528,116,PADANG GUCI HULU,F
1529,122,GADING CEMPAKA,F
1530,117,AIR BESI,F
1531,116,KELAM TENGAH,F
1532,117,ARGA MAKMUR,F
1533,113,KARANG TINGGI,F
1534,115,XIV KOTO,F
1535,121,ILIR TALO,F
1536,121,SELUMA,F
1537,122,SINGARAN PATI,F
1538,118,URAM JAYA,F
1539,118,LEBONG TENGAH,F
1540,115,MALIN DEMAN,F
1541,116,KINAL,F
1542,120,KOTA MANNA,F
1543,121,SEMIDANG ALAS MARAS,F
1544,120,BUNGA MAS,F
1545,117,GIRI MULIA,F
1546,118,PELABAI,F
1547,120,MANNA,F
1548,122,SUNGAI SERUT,F
1549,122,KAMPUNG MELAYU,F
1550,119,TEBAT KARAI,F
1551,120,AIR NIPIS,F
1552,122,RATU AGUNG,F
1553,116,KAUR TENGAH,F
1554,118,LEBONG SELATAN,F
1555,115,V KOTO,F
1556,118,LEBONG SAKTI,F
1557,121,SELUMA UTARA,F
1558,115,SELAGAN RAYA,F
1559,121,SELUMA SELATAN,F
1560,123,ABUNG SELATAN,F
1561,124,NEGARA BATIN,F
1562,125,TERBANGGI BESAR,F
1563,126,PANCA JAYA,F
1564,127,ADI LUWIH,F
1565,128,BATANGHARI,F
1566,128,PEKALONGAN,F
1567,128,JABUNG,F
1568,125,TRIMURJO,F
1569,129,KALIANDA,F
1570,126,SIMPANG PEMATANG,F
1571,130,BANJAR MARGO,F
1572,131,WAY KENANGA,F
1573,125,KALIREJO,F
1574,132,ULUBELU,F
1575,132,PULAU PANGGUNG,F
1576,132,AIR NANINGAN,F
1577,124,REBANG TANGKAS,F
1578,130,GEDUNG AJI,F
1579,123,ABUNG KUNANG,F
1580,123,KOTABUMI SELATAN,F
1581,127,AMBARAWA,F
1582,130,RAWA PITU,F
1583,132,LIMAU,F
1584,133,BATU KETULIS,F
1585,124,BANJIT,F
1586,132,SUMBEREJO,F
1587,134,KARYA PENGGAWA,F
1588,125,PUNGGUR,F
1589,130,MENGGALA,F
1590,132,BANDAR NEGERI SEMUONG,F
1591,135,KEDONDONG,F
1592,132,PUGUNG,F
1593,129,KATIBUNG,F
1594,130,MENGGALA TIMUR,F
1595,135,GEDONG TATAAN (GEDUNG TATAAN),F
1596,133,BALIK BUKIT,F
1597,129,BAKAUHENI,F
1598,124,BARADATU,F
1599,129,SRAGI,F
1600,130,GEDUNG MENENG,F
1601,136,TELUKBETUNG BARAT,F
1602,134,KRUI SELATAN,F
1603,130,BANJAR BARU,F
1604,134,PESISIR UTARA,F
1605,129,PALAS,F
1606,129,WAY PANJI,F
1607,134,LEMONG,F
1608,123,ABUNG SURAKARTA,F
1609,133,BANDAR NEGERI SUOH,F
1610,128,BANDAR SRIBAWONO,F
1611,123,MUARA SUNGKAI,F
1612,125,TERUSAN NUNYAI,F
1613,133,SUKAU,F
1614,134,BENGKUNAT BELIMBING,F
1615,124,NEGERI AGUNG,F
1616,134,PULAU PISANG,F
1617,129,SIDOMULYO,F
1618,131,TULANG BAWANG TENGAH,F
1619,134,BENGKUNAT,F
1620,132,WONOSOBO,F
1621,128,LABUHAN MARINGGAI,F
1622,125,ANAK RATU AJI,F
1623,129,NATAR,F
1624,124,WAY TUBA,F
1625,125,PADANG RATU,F
1626,135,PUNDUH PIDADA (PEDADA),F
1627,133,SUOH,F
1628,132,TALANG PADANG,F
1629,129,RAJABASA,F
1630,131,GUNUNG AGUNG,F
1631,123,SUNGKAI UTARA,F
1632,126,TANJUNG RAYA,F
1633,134,PESISIR SELATAN,F
1634,125,BANGUNREJO,F
1635,125,GUNUNG SUGIH,F
1636,129,KETAPANG,F
1637,130,MERAKSA AJI,F
1638,132,SEMAKA,F
1639,125,BEKRI,F
1640,135,NEGERI KATON,F
1641,129,TANJUNG SARI,F
1642,125,SEPUTIH MATARAM,F
1643,123,ABUNG TIMUR,F
1644,130,BANJAR AGUNG,F
1645,132,GUNUNG ALIP,F
1646,129,JATI AGUNG,F
1647,128,SEKAMPUNG UDIK,F
1648,134,WAY KRUI,F
1649,125,WAY PANGUBUAN (PENGUBUAN),F
1650,123,SUNGKAI SELATAN,F
1651,132,CUKUH BALAK,F
1652,132,BULOK,F
1653,135,WAY LIMA,F
1654,124,GUNUNG LABUHAN,F
