id,id_kecamatan,kelurahan_desa,kode_pos,deleted
22775,1767,MULYO SARI,34387,F
22776,1641,MULYO SARI,35361,F
22777,1615,MULYO / MULYA SARI,34769,F
22778,1731,MULYOJATI,34125,F
22779,1731,MULYOSARI,34125,F
22780,1657,MULYOSARI,35451,F
22781,1567,MUMBANG JAYA,34384,F
22782,1657,MUNCA,35451,F
22783,1569,MUNJUK SEMPURNA,35551,F
22784,1724,MURNI JAYA,34594,F
22785,1729,MUTAR ALAM,34884,F
22786,1738,NABANG BARU,34386,F
22787,1562,NAMBAH DADI,34163,F
22788,1772,NAMBAH REJO,34153,F
22789,1565,NAMPI REJO,34381,F
22790,1652,NAPAL,35682,F
22791,1770,NAPAL,35379,F
22792,1623,NATAR,35362,F
22793,1717,NEGARA AGUNG,34554,F
22794,1700,NEGARA AJI BARU,34161,F
22795,1700,NEGARA AJI TUA,34161,F
22796,1631,NEGARA BATIN II,34555,F
22797,1567,NEGARA BATIN,34384,F
22798,1660,NEGARA BATIN,35384,F
22799,1561,NEGARA BATIN,34769,F
22800,1631,NEGARA BATIN,34555,F
22801,1700,NEGARA BUMI ILIR,34161,F
22802,1700,NEGARA BUMI UDIK,34161,F
22803,1671,NEGARA BUMI,34555,F
22804,1679,NEGARA HARJA,34762,F
22805,1681,NEGARA JAYA,34769,F
22806,1676,NEGARA KEMAKMURAN,34555,F
22807,1561,NEGARA MULYA,34769,F
22808,1702,NEGARA NABUNG,34194,F
22809,1704,NEGARA RATU,34372,F
22810,1623,NEGARA RATU,35362,F
22811,1679,NEGARA RATU,34762,F
22812,1631,NEGARA RATU,34555,F
22813,1667,NEGARA RATUWATES,35363,F
22814,1567,NEGARA SAKA,34384,F
22815,1679,NEGARA SAKTI,34762,F
22816,1679,NEGARA TAMA,34762,F
22817,1715,NEGARA TULANG BAWANG BARU,34555,F
22818,1715,NEGARA TULANG BAWANG,34555,F
22819,1709,NEGARA,34883,F
22820,1640,NEGARASAKA,35353,F
22821,1590,NEGERI AGUNG,35686,F
22822,1779,NEGERI AGUNG,34388,F
22823,1738,NEGERI AGUNG,34386,F
22824,1615,NEGERI AGUNG,34769,F
22825,1730,NEGERI AGUNG,34176,F
22826,1628,NEGERI AGUNG,35377,F
22827,1684,NEGERI BARU,34764,F
22828,1718,NEGERI BATIN JAYA,34558,F
22829,1684,NEGERI BATIN,34764,F
22830,1681,NEGERI BESAR,34769,F
22831,1684,NEGERI BUMI PUTRA,34764,F
22832,1671,NEGERI CAMPANG JAYA,34555,F
22833,1671,NEGERI GALIH / GALIK REJO,34555,F
22834,1609,NEGERI JAYA,34882,F
22835,1681,NEGERI JAYA,34769,F
22836,1730,NEGERI JAYA,34176,F
22837,1738,NEGERI JEMANTEN,34386,F
22838,1681,NEGERI KASIH,34769,F
22839,1738,NEGERI KATON,34386,F
22840,1730,NEGERI KATON,34176,F
22841,1640,NEGERI KATON / KATUN,35353,F
22842,1770,NEGERI KELUMBAYAN,35379,F
22843,1745,NEGERI KEPAYUNG (KEPAYUNGAN),34176,F
22844,1654,NEGERI MULYA,34768,F
22845,1620,NEGERI NGARIP,35686,F
22846,1601,NEGERI OLOK GADING,35233,F
22847,1569,NEGERI PANDAN,35551,F
22848,1709,NEGERI RATU NGAMBUR,34883,F
22849,1619,NEGERI RATU NGARAS,34883,F
22850,1633,NEGERI RATU TENUMBANG,34875,F
22851,1721,NEGERI RATU,34881,F
22852,1664,NEGERI RATU,35384,F
22853,1611,NEGERI RATU,34559,F
22854,1604,NEGERI RATU,34876,F
22855,1745,NEGERI RATU,34176,F
22856,1592,NEGERI RATU,35675,F
22857,1631,NEGERI RATU,34555,F
22858,1595,NEGERI SAKTI,35366,F
22859,1718,NEGERI SAKTI,34554,F
22860,1631,NEGERI SAKTI,34555,F
22861,1654,NEGERI SUNGKAI,34768,F
22862,1738,NEGERI TUA,34386,F
22863,1654,NEGERI UJAN MAS,34768,F
22864,1611,NEGERI UJUNG KARANG,34559,F
22865,1640,NEGERI ULANGAN JAYA,35353,F
22866,1744,NEGLA SARI,34582,F
22867,1593,NEGLASARI,35452,F
22868,1728,NEGLASARI,35376,F
22869,1585,NEKI,34766,F
22870,1574,NGARIP,35387,F
22871,1756,NGESTI KARYA,34376,F
22872,1588,NGESTI RAHAYU,34152,F
22873,1779,NIBUNG,34388,F
22874,1778,NIPAHKUNING,34697,F
22875,1568,NOTOHARJO,34172,F
22876,1714,NUAR MAJU,34767,F
22877,1588,NUNGGAL REJO,34152,F
22878,1658,NUSA WUNGU,35373,F
22879,1720,NUSANTARA PERMAI,35122,F
22880,1713,NYAMPIR,34182,F
22881,1719,NYAPAH BANYU,34582,F
22882,1730,NYUKANG HARJO,34176,F
22883,1719,OGAN CAMPANG,34582,F
22884,1719,OGAN JAYA,34582,F
22885,1631,OGAN JAYA,34555,F
22886,1707,OGAN LIMA,34558,F
22887,1562,ONO HARJO,34163,F
22888,1661,PADAN,35592,F
22889,1596,PADANG CAHYA,34811,F
22890,1657,PADANG CERMIN,35451,F
22891,1673,PADANG CERMIN,35368,F
22892,1619,PADANG DALAM,34883,F
22893,1596,PADANG DALOM,34818,F
22894,1602,PADANG HALUAN,34874,F
22895,1653,PADANG MANIS,35367,F
22896,1620,PADANG MANIS,35686,F
22897,1595,PADANG RATU,35366,F
22898,1583,PADANG RATU,35613,F
22899,1625,PADANG RATU,34175,F
22900,1631,PADANG RATU,34555,F
22901,1620,PADANG RATU,35686,F
22902,1602,PADANG RAYA,34874,F
22903,1710,PADANG REJO,35376,F
22904,1745,PADANG REJO,34176,F
22905,1604,PADANG RINDU,34876,F
22906,1729,PADANG TAMBAK,34884,F
22907,1633,PAGAR ALAM,34875,F
22908,1572,PAGAR BUANA,34388,F
22909,1614,PAGAR BUKIT INDUK,34883,F
22910,1614,PAGAR BUKIT,34883,F
22911,1607,PAGAR DALAM,34877,F
22912,1693,PAGAR DEWA SUKA MULYA,34693,F
22913,1666,PAGAR DEWA,34885,F
22914,1693,PAGAR DEWA,,F
22915,1613,PAGAR DEWA,34879,F
22916,1685,PAGAR GADING,34581,F
22917,1681,PAGAR IMAN,34769,F
22918,1740,PAGAR JAYA,34388,F
22919,1626,PAGAR JAYA,35453,F
22920,1685,PAGAR,34581,F
22921,1574,PAGARALAM ULUBELU,35387,F
22922,1710,PAGELARAN,35376,F
22923,1666,PAHAYU JAYA,34885,F
22924,1760,PAHMUNGAN,34874,F
22925,1727,PAHOMAN,35213,F
22926,1660,PAJAJARAN,35384,F
22927,1648,PAJAR BULAN,34874,F
22928,1701,PAJAR / FAJAR AGUNG,35373,F
22929,1633,PAKU NEGARA,34875,F
22930,1770,PAKU,35379,F
22931,1611,PAKUAN AGUNG,34559,F
22932,1702,PAKUAN AJI,34194,F
22933,1679,PAKUAN BARU,34762,F
22934,1679,PAKUAN RATU,34762,F
22935,1679,PAKUAN SAKTI,34762,F
22936,1725,PALAPA,35116,F
22937,1605,PALAS AJI,35594,F
22938,1605,PALAS JAYA,35594,F
22939,1605,PALAS PASEMAH,35594,F
22940,1569,PALEMBAPANG,35551,F
22941,1710,PAMENANG,35376,F
22942,1671,PAMPANG TANGGUB / TANGGUK JAYA,34555,F
22943,1651,PAMPANGAN,35683,F
22944,1595,PAMPANGAN,35366,F
22945,1739,PAMPANGAN,34885,F
22946,1618,PANARAGAN JAYA,34693,F
22947,1618,PANARAGAN,34693,F
22948,1667,PANCA BAKTI,35363,F
22949,1603,PANCA KARSA PURNA JAYA,34682,F
22950,1743,PANCA MARGA,34683,F
22951,1603,PANCA MULYA,34682,F
22952,1684,PANCA NEGERI,34764,F
22953,1736,PANCA TUNGGAL JAYA,34595,F
22954,1665,PANCA TUNGGAL,35357,F
22955,1696,PANCA WARNA,34684,F
22956,1623,PANCASILA,35362,F
22957,1751,PANCUR MAS,34879,F
22958,1768,PANDAN SARI SELATAN,35674,F
22959,1768,PANDAN SARI,35674,F
22960,1768,PANDAN SURAT,35674,F
22961,1637,PANDUAN RAJAWALI,34681,F
22962,1661,PANENGAHAN,35592,F
