id,id_kecamatan,kelurahan_desa,kode_pos,deleted
41596,3610,DERMO,67153,F
41597,3414,DERMO,61172,F
41598,3445,DERMO,64111,F
41599,3352,DERMOJAYAN,66152,F
41600,3435,DERMOSARI,66352,F
41601,3687,DERO,63285,F
41602,3718,DERSONO,63552,F
41603,3521,DERU,62191,F
41604,3576,DEYENG,64176,F
41605,3278,DHARMA CAMPLONG,69281,F
41606,3278,DHARMA TANJUNG,69281,F
41607,3308,DHOMPO,67151,F
41608,3647,DIBE,62255,F
41609,3604,DIKIR,62353,F
41610,3376,DILEM,61372,F
41611,3284,DILEM,65163,F
41612,3353,DIMONG,63151,F
41613,3460,DINDEN,63283,F
41614,3347,DINGIL,62362,F
41615,3330,DINOYO,62291,F
41616,3581,DINOYO,61373,F
41617,3760,DINOYO,65144,F
41618,3761,DIPONGGO,61182,F
41619,3472,DISANAH,69273,F
41620,3532,DITOTRUNAN,67313,F
41621,3403,DIWEK,61471,F
41622,3360,DLAMBAH DAJAH,69172,F
41623,3360,DLAMBAH LAOK,69172,F
41624,3330,DLANGGU,62291,F
41625,3762,DLANGGU,61371,F
41626,3301,DLEMER,69151,F
41627,3571,DLEMER,69163,F
41628,3596,DLURU,64392,F
41629,3346,DOHO,63174,F
41630,3331,DOHOAGUNG,61173,F
41631,3763,DOKO,66186,F
41632,3764,DOKO,64182,F
41633,3380,DOLOK GEDE,62166,F
41634,3346,DOLOPO,63174,F
41635,3639,DOMAS,61174,F
41636,3420,DOMAS,61362,F
41637,3553,DOMASAN,66281,F
41638,3676,DOMPYONG,66351,F
41639,3765,DONAN,62161,F
41640,3684,DONGANTI,64175,F
41641,3713,DONGKO,66363,F
41642,3766,DONO,66254,F
41643,3517,DONOMULYO,65167,F
41644,3602,DONOROJO,63554,F
41645,3267,DONOWARIH,65152,F
41646,3526,DOORO,61171,F
41647,3609,DOROAMPEL,66291,F
41648,3767,DOROGOWOK,67383,F
41649,3579,DOROMUKTI,62316,F
41650,3552,DOUDO,61156,F
41651,3768,DOYOMULYO,62282,F
41652,3769,DR. SUTOMO,60264,F
41653,3525,DRADAH BLUMBANG,62272,F
41654,3503,DRAJAT,62192,F
41655,3533,DRAJAT,62264,F
41656,3639,DRANCANG,61174,F
41657,3431,DRENGES,64315,F
41658,3244,DRENGES,62183,F
41659,3770,DRINGU,67271,F
41660,3427,DRIYOREJO,61177,F
41661,3771,DRIYOREJO,63383,F
41662,3313,DROKILO,62195,F
41663,3290,DRUJU,65176,F
41664,3730,DRUJUGURIT,62273,F
41665,3468,DUDUK LOR,62292,F
41666,3259,DUDUK SAMPEYAN,61162,F
41667,3279,DUKO,69491,F
41668,3428,DUKO,69456,F
41669,3455,DUKOHKIDUL,62154,F
41670,3233,DUKOTAMBIN,69165,F
41671,3410,DUKUH ARUM,61457,F
41672,3266,DUKUH DEMPOK,68162,F
41673,3326,DUKUH KEMBAR,61155,F
41674,3672,DUKUH KLOPO,61481,F
41675,3772,DUKUH KUPANG,60225,F
41676,3432,DUKUH LOR,62153,F
41677,3773,DUKUH MENANGGAL,60234,F
41678,3774,DUKUH MENCEK,68151,F
41679,3638,DUKUH MOJO,61482,F
41680,3772,DUKUH PAKIS,60225,F
41681,3717,DUKUH SARI,67161,F
41682,3775,DUKUH SETRO,60138,F
41683,3776,DUKUH SUTOREJO,60113,F
41684,3606,DUKUH,63384,F
41685,3611,DUKUH,66263,F
41686,3777,DUKUH,63372,F
41687,3337,DUKUH,64171,F
41688,3778,DUKUH,66382,F
41689,3660,DUKUH / DUKO TIMUR,69383,F
41690,3381,DUKUHAGUNG,62281,F
41691,3638,DUKUHDIMORO,61482,F
41692,3581,DUKUHNGARJO,61373,F
41693,3419,DUKUHSARI,61276,F
41694,3522,DUKUHTENGAH,61252,F
41695,3468,DUKUHTUNGGAL,62292,F
41696,3326,DUKUNANYAR,61155,F
41697,3686,DULANG,69271,F
41698,3360,DUMAJAH,69172,F
41699,3768,DUMPIAGUNG,62282,F
41700,3483,DUMPLENGAN,63252,F
41701,3437,DUNGKEK,69474,F
41702,3681,DUNGMIRI,63284,F
41703,3585,DUNGUN,67252,F
41704,3526,DUNGUS,61171,F
41705,3411,DUNGUS,64156,F
41706,3779,DUPAK,60179,F
41707,3264,DUPOK,69155,F
41708,3341,DURBUK,69323,F
41709,3572,DUREN,67292,F
41710,3780,DUREN,67356,F
41711,3698,DUREN,63154,F
41712,3561,DUREN,64475,F
41713,3365,DUREN,66183,F
41714,3435,DUREN,66352,F
41715,3566,DURENAN,66381,F
41716,3574,DURENAN,63156,F
41717,3716,DURENAN,63361,F
41718,3494,DURENSEWU,67156,F
41719,3682,DURI KULON,62262,F
41720,3690,DURI,63463,F
41721,3730,DURIKEDUNGJERO,62273,F
41722,3453,DURIN BARAT,69175,F
41723,3453,DURIN TIMUR,69175,F
41724,3659,DURIWETAN,62261,F
41725,3264,DURJAN,69155,F
41726,3408,DURUNGBANJAR,61271,F
41727,3408,DURUNGBEDUG,61271,F
41728,3571,DUWEK BUTER,69163,F
41729,3313,DUWEL,62195,F
41730,3626,DUWET KRAJAN,65156,F
41731,3606,DUWET,63384,F
41732,3481,DUWET,66273,F
41733,3237,DUWET,68351,F
41734,3626,DUWET,65156,F
41735,3781,DUWET,64174,F
41736,3782,DUYUNG,63383,F
41737,3603,DUYUNG,61375,F
41738,3783,DUYUNGAN,62183,F
41739,3436,ELLAK DAYA,69461,F
41740,3436,ELLAK LAOK,69461,F
41741,3784,EMBONG KALIASIN,60271,F
41742,3522,ENTALSEWU,61252,F
41743,3223,ERRABU,69466,F
41744,3711,ESSANG,69481,F
41745,3688,GABEL,63451,F
41746,3219,GABRU,64181,F
41747,3590,GABUSBANARAN,61452,F
41748,3372,GADANG,65149,F
41749,3785,GADDING,69452,F
41750,3287,GADING KEMBAR,65155,F
41751,3248,GADING KULON,67275,F
41752,3572,GADING WETAN,67292,F
41753,3314,GADING,63152,F
41754,3375,GADING,65171,F
41755,3581,GADING,61373,F
41756,3404,GADING,61275,F
41757,3380,GADING,62166,F
41758,3775,GADING,60134,F
41759,3435,GADING,66352,F
41760,3449,GADING,67182,F
41761,3227,GADINGAN,68372,F
41762,3560,GADINGKASRI,65115,F
41763,3786,GADINGKULON,65151,F
41764,3723,GADINGMANGU,61461,F
41765,3695,GADINGREJO,67134,F
41766,3787,GADINGREJO,68166,F
41767,3559,GADINGSARI,68251,F
41768,3276,GADINGSARI,68253,F
41769,3639,GADINGWATU,61174,F
41770,3604,GADON,62353,F
41771,3566,GADOR,66381,F
41772,3569,GADU BARAT,69462,F
41773,3569,GADU TIMUR,69462,F
41774,3427,GADUNG,61177,F
41775,3710,GADUNGAN,66187,F
41776,3311,GADUNGAN,64292,F
41777,3781,GADUNGAN,64174,F
41778,3270,GADUNGSARI,65182,F
41779,3466,GAGAH,69355,F
41780,3373,GAGANG KEPUHSARI,61263,F
41781,3724,GAJAH REJO,67163,F
41782,3503,GAJAH,62192,F
41783,3338,GAJAH,61473,F
41784,3438,GAJAH,63474,F
41785,3580,GAJAHBENDO,67154,F
41786,3788,GAJAHREJO,65178,F
41787,3789,GAJI,62356,F
41788,3690,GALAK,63463,F
41789,3726,GALENGDOWO,61476,F
41790,3271,GALIH,67175,F
41791,3453,GALIS DAYA / DAJAH,69175,F
41792,3471,GALIS,69173,F
41793,3302,GALIS,,F
41794,3222,GALIS,69482,F
41795,3790,GAMBANGAN,68262,F
41796,3308,GAMBIR KUNING,67151,F
41797,3791,GAMBIRAN,68486,F
41798,3230,GAMBIRAN,68193,F
41799,3638,GAMBIRAN,61482,F
41800,3792,GAMBIRAN,66262,F
41801,3700,GAMBIRAN,67157,F
41802,3342,GAMBIRONO,68154,F
41803,3238,GAMBOR,68464,F
41804,3647,GAMBUHAN,62255,F
41805,3377,GAMBYOK,64151,F
41806,3380,GAMONGAN,62166,F
41807,3682,GAMPANG SEJATI,62262,F
41808,3623,GAMPANG,61264,F
41809,3793,GAMPENG (GAMPING),64182,F
41810,3363,GAMPENG,64452,F
41811,3715,GAMPING,66272,F
41812,3563,GAMPING,61262,F
41813,3794,GAMPING,66362,F
41814,3795,GAMPINGAN,65168,F
41815,3412,GAMPINGROWO,61265,F
41816,3796,GANDEKAN,66155,F
41817,3569,GANDING,69462,F
41818,3452,GANDONG,66274,F
41819,3687,GANDONG,63285,F
41820,3321,GANDRI,63282,F
41821,3356,GANDU,64461,F
41822,3362,GANDU,63472,F
41823,3486,GANDUKEPUH,63453,F
41824,3698,GANDUL,63154,F
41825,3710,GANDUSARI,66187,F
41826,3797,GANDUSARI,,F
41827,3490,GANGGANG PANJANG,61272,F
41828,3331,GANGGANG,61173,F
41829,3730,GANGGANTINGAN,62273,F
41830,3475,GANGSEYAN (GENGSEYAN),69154,F
41831,3702,GANJARAN,65174,F
41832,3678,GANTING KULON,67276,F
41833,3678,GANTING WETAN,67276,F
41834,3457,GANTING,61254,F
41835,3406,GANUNG KIDUL,64419,F
41836,3765,GAPLUK,62161,F
41837,3461,GAPRANG,66171,F
41838,3274,GAPURA BARAT,69472,F
41839,3274,GAPURA TENGAH,69472,F
41840,3274,GAPURA TIMUR,69472,F
41841,3711,GAPURANA,69481,F
41842,3592,GAPUROSUKOLILO,61119,F
41843,3798,GARAHAN,68184,F
41844,3314,GARON,63152,F
41845,3398,GARON,63382,F
41846,3564,GARU,64394,F
41847,3607,GARUM,66182,F
41848,3286,GARUNG,62284,F
41849,3692,GASANG,63571,F
41850,3518,GAWANG,63561,F
41851,3509,GAWEREJO,62293,F
41852,3675,GAYAM LOR,68285,F
41853,3473,GAYAM,61381,F
41854,3675,GAYAM,68285,F
41855,3595,GAYAM,62154,F
41856,3799,GAYAM,,F
41857,3366,GAYAM,67174,F
41858,3219,GAYAM,64113,F
41859,3745,GAYAM,63261,F
41860,3445,GAYAM,64113,F
41861,3499,GAYAM,66364,F
41862,3800,GAYAMAN,61364,F
41863,3295,GAYUHAN,63581,F
41864,3773,GAYUNGAN,60235,F
41865,3478,GEBANG BUNDER,61456,F
41866,3564,GEBANG KEREP,64394,F
41867,3801,GEBANG PUTIH,60117,F
41868,3441,GEBANG,69114,F
41869,3481,GEBANG,66273,F
41870,3497,GEBANG,68117,F
41871,3506,GEBANG,61231,F
41872,3570,GEBANG,68281,F
41873,3735,GEBANGAN,68362,F
41874,3754,GEBANGAN,67284,F
41875,3730,GEBANGANGKRIK,62273,F
41876,3800,GEBANGMALANG,61364,F
41877,3581,GEBANGSARI,61373,F
41878,3422,GEBYOG,63395,F
41879,3224,GEDANG GEDANG,69453,F
41880,3719,GEDANG,61274,F
41881,3715,GEDANGAN,66272,F
41882,3788,GEDANGAN,65178,F
41883,3457,GEDANGAN,,F
41884,3316,GEDANGAN,66253,F
41885,3802,GEDANGAN,61383,F
41886,3659,GEDANGAN,62261,F
41887,3727,GEDANGAN,61475,F
41888,3557,GEDANGAN,63464,F
41889,3309,GEDANGAN,61153,F
41890,3425,GEDANGAN,62253,F
41891,3340,GEDANGAN,61483,F
41892,3803,GEDANGAN,63582,F
41893,3526,GEDANGKULUT,61171,F
41894,3550,GEDANGMAS,67354,F
41895,3623,GEDANGROWO,61264,F
41896,3598,GEDANGSEWU,66231,F
41897,3614,GEDANGSEWU,64214,F
41898,3417,GEDEG,61351,F
41899,3804,GEDOG KULON,65175,F
41900,3804,GEDOG WETAN,65175,F
41901,3617,GEDOG,66137,F
41902,3602,GEDOMPOL,63554,F
41903,3418,GEDONGAN,61319,F
41904,3387,GEDONGARUM,62193,F
41905,3351,GEDONGBOYO UNTUNG,62252,F
41906,3326,GEDONGKEDOAN,61155,F
41907,3582,GEDONGOMBO,61453,F
41908,3597,GEDONGOMBO,62381,F
41909,3222,GEDUGAN,69482,F
41910,3327,GEDUNGAN,69451,F
41911,3539,GEGER,69152,F
41912,3429,GEGER,,F
41913,3313,GEGER,62195,F
41914,3766,GEGER,66254,F
41915,3351,GEGER,62252,F
41916,3295,GEGERAN,63581,F
41917,3486,GEGERAN,63453,F
41918,3368,GEJAGAN,64471,F
41919,3242,GEJUG JATI,67186,F
41920,3805,GEJUNGAN,67281,F
41921,3408,GELAM,61271,F
41922,3761,GELAM,61182,F
41923,3279,GELAMAN,69491,F
41924,3806,GELANG,68156,F
41925,3807,GELANG,61273,F
41926,3725,GELANGKULON,63454,F
41927,3486,GELANGLOR,63453,F
41928,3682,GELAP,62262,F
41929,3327,GELUGUR,69451,F
41930,3237,GELUNG,68351,F
41931,3322,GELUNG,63253,F
41932,3587,GELURAN,61257,F
41933,3803,GEMAHARJO,63582,F
41934,3778,GEMAHARJO,66382,F
41935,3574,GEMARANG,63156,F
41936,3482,GEMARANG,63254,F
41937,3619,GEMBLEB,66371,F
41938,3484,GEMBOL,63257,F
41939,3295,GEMBONG,63581,F
41940,3329,GEMBONG,62271,F
41941,3417,GEMBONGAN,61351,F
41942,3335,GEMBONGAN,66153,F
41943,3518,GEMBUK,63561,F
41944,3655,GEMEKAN,61361,F
41945,3356,GEMENGGENG,64461,F
41946,3320,GEMENGGENG,64472,F
41947,3729,GEMITO,67263,F
41948,3610,GEMPENG,67153,F
41949,3651,GEMPOL LEGUNDI,61463,F
41950,3490,GEMPOL SARI,61272,F
41951,3631,GEMPOL TUKMLOKO,62281,F
41952,3706,GEMPOL,,F
41953,3681,GEMPOL,63284,F
41954,3513,GEMPOL,64453,F
41955,3219,GEMPOLAN,64181,F
41956,3481,GEMPOLAN,66273,F
41957,3412,GEMPOLKLUTUK,61265,F
41958,3417,GEMPOLKREP,61351,F
41959,3639,GEMPOLKURUNG,61174,F
41960,3286,GEMPOLMANIS,62284,F
41961,3333,GEMPOLPADING,62257,F
41962,3468,GEMPOLPENDOWO,62292,F
41963,3789,GEMULUNG,62356,F
41964,3457,GEMURUNG,61254,F
41965,3597,GENAHARJO,62381,F
41966,3799,GENDANG BARAT,69483,F
41967,3799,GENDANG TIMUR,69483,F
41968,3602,GENDARAN,63554,F
41969,3544,GENDING,67272,F
41970,3746,GENDING,61123,F
41971,3469,GENDINGAN,66229,F
41972,3540,GENDINGAN,63256,F
41973,3808,GENDOH,68468,F
41974,3809,GENDOL,63264,F
41975,3329,GENDONG KULON,62271,F
41976,3273,GENDRO,67165,F
41977,3810,GENENG WARU,67152,F
41978,3348,GENENG,63271,F
41979,3811,GENENG,62168,F
41980,3493,GENENGAN JASEM,61455,F
41981,3763,GENENGAN,66186,F
41982,3398,GENENGAN,63382,F
41983,3812,GENENGAN,65162,F
41984,3251,GENILANGIT,63362,F
41985,3368,GENJENG,64471,F
41986,3244,GENJOR,62183,F
41987,3813,GENTENG KULON,68465,F
41988,3813,GENTENG WETAN,68465,F
41989,3784,GENTENG,60275,F
41990,3453,GENTENG,69175,F
41991,3310,GENTING,60182,F
41992,3695,GENTONG,67139,F
41993,3322,GENTONG,63253,F
41994,3814,GENTONG,68291,F
41995,3338,GENUKWATU,61473,F
41996,3674,GEPLAK,63395,F
41997,3724,GERBO,67163,F
41998,3815,GERIH,63271,F
41999,3383,GERMAN,62256,F
42000,3308,GERONGAN,67151,F
42001,3678,GERONGAN,67276,F
42002,3280,GERSEMPAL,69291,F
42003,3274,GERSIK PUTIH,69472,F
42004,3635,GESANG,67371,F
42005,3546,GESIKAN,62371,F
42006,3481,GESIKAN,66273,F
42007,3728,GESIKHARJO,62391,F
42008,3597,GESING,62381,F
42009,3489,GETAS,64482,F
42010,3716,GETASANYAR,63361,F
42011,3247,GIGIR,69174,F
42012,3223,GILANG,69466,F
42013,3399,GILANG,66292,F
42014,3587,GILANG,61257,F
42015,3642,GILI ANYAR,69162,F
42016,3642,GILI BARAT,69162,F
42017,3261,GILI KETAPANG,67251,F
42018,3642,GILI TIMUR,69162,F
42019,3223,GING GING,69466,F
42020,3252,GINTANGAN,68462,F
42021,3768,GINTUNGAN,62282,F
42022,3674,GINUK,63395,F
42023,3677,GIRI,68423,F
42024,3746,GIRI,61124,F
42025,3319,GIRIHARJO,63263,F
42026,3730,GIRIK,62273,F
42027,3809,GIRIKERTO,63264,F
42028,3267,GIRIMOYO,65152,F
42029,3788,GIRIMULYO,65178,F
42030,3691,GIRIMULYO,63262,F
42031,3785,GIRING,69452,F
42032,3701,GIRIPURNO,65333,F
42033,3398,GIRIPURNO,63382,F
42034,3356,GIRIREJO,64461,F
42035,3495,GISIK CEMANDI,61253,F
42036,3252,GITIK,68462,F
42037,3252,GLADAG,68462,F
42038,3567,GLADAK ANYAR,69317,F
42039,3301,GLAGAH (GLAGGA),69151,F
42040,3719,GLAGAH ARUM,61274,F
42041,3717,GLAGAH SARI,67161,F
42042,3244,GLAGAH WANGI,62183,F
42043,3389,GLAGAH,68432,F
42044,3468,GLAGAH,,F
42045,3239,GLAGAH,67292,F
42046,3703,GLAGAHAGUNG,68483,F
42047,3723,GLAGAHAN,61461,F
42048,3244,GLAGAHAN,62183,F
42049,3485,GLAGAHSARI,62372,F
42050,3230,GLAGAHWERO,68193,F
42051,3816,GLAGAHWERO,68153,F
42052,3580,GLANGGANG,67154,F
42053,3259,GLANGGANG,61162,F
42054,3812,GLANGGANG,65162,F
42055,3556,GLATIK,61154,F
42056,3622,GLEDUG,66151,F
42057,3554,GLINDAH,61175,F
42058,3725,GLINGGANG,63454,F
42059,3718,GLINGGANGAN,63552,F
42060,3262,GLINGSERAN,68252,F
42061,3245,GLISGIS (GLIGIS),69166,F
42062,3728,GLODOG,62391,F
42063,3604,GLONDONGGEDE,62353,F
42064,3314,GLONGGONG LOR,63152,F
42065,3346,GLONGGONG,63174,F
42066,3266,GLUNDENGAN,68162,F
42067,3414,GLURANPLOSO,61172,F
42068,3368,GODEAN,64471,F
42069,3682,GODOG,62262,F
42070,3651,GODONG,61463,F
42071,3461,GOGODESO,66171,F
42072,3764,GOGORANTE,64182,F
42073,3390,GOLAN,63162,F
42074,3486,GOLAN,63453,F
42075,3309,GOLOKAN,61153,F
42076,3481,GOMBANG,66273,F
42077,3690,GOMBANG,63463,F
42078,3705,GOMBENGSARI,68455,F
42079,3344,GOMBOLIRANG,68461,F
42080,3405,GONDANG KULON,64451,F
42081,3383,GONDANG LOR,62256,F
42082,3444,GONDANG MANIS,61462,F
42083,3366,GONDANG REJO,67174,F
42084,3366,GONDANG WETAN,67174,F
42085,3596,GONDANG WETAN,64392,F
42086,3710,GONDANG,66187,F
42087,3817,GONDANG,,F
42088,3376,GONDANG,,F
42089,3611,GONDANG,,F
42090,3422,GONDANG,63395,F
42091,3818,GONDANG,63584,F
42092,3320,GONDANG,64451,F
42093,3684,GONDANG,64175,F
42094,3435,GONDANG,66352,F
42095,3792,GONDANGGUNUNG,66262,F
42096,3702,GONDANGLEGI KULON,65174,F
42097,3702,GONDANGLEGI WETAN,65174,F
42098,3400,GONDANGLEGI,64484,F
42099,3727,GONDEK,61475,F
42100,3349,GONDORUSO,67372,F
42101,3667,GONDOSARI,63553,F
42102,3611,GONDOSULI,66263,F
42103,3239,GONDOSULI,67292,F
42104,3747,GONDOWANGI,65158,F
42105,3819,GONDOWIDO,63493,F
42106,3251,GONGGANG,63362,F
42107,3410,GONGSENG,61457,F
42108,3362,GONTOR,63472,F
42109,3771,GORANG GARENG,63383,F
42110,3556,GOSARI,61154,F
42111,3546,GRABAGAN,62371,F
42112,3807,GRABAGAN,61273,F
42113,3422,GRABAHAN,63395,F
42114,3703,GRAJAGAN,68483,F
42115,3736,GRATI TUNON,67184,F
42116,3820,GRATI,67316,F
42117,3683,GREBEGAN,62152,F
42118,3259,GREDEK,61162,F
42119,3310,GREGES,60183,F
42120,3761,GREJEG,61182,F
42121,3355,GRENDEN,68164,F
42122,3807,GRINTING,61273,F
42123,3593,GROBOGAN,63161,F
42124,3448,GROBOGAN,67358,F
42125,3727,GROBOGAN,61475,F
42126,3403,GROGOL,61471,F
42127,3677,GROGOL,68425,F
42128,3366,GROGOL,67174,F
42129,3377,GROGOL,,F
42130,3670,GROGOL,63475,F
42131,3807,GROGOL,61273,F
42132,3416,GROJOGAN,64473,F
42133,3749,GROWOK,62171,F
42134,3350,GRO\OM,69363,F
42135,3542,GRUDO,63214,F
42136,3743,GRUJUGAN KIDUL,68261,F
42137,3821,GRUJUGAN LOR,68261,F
42138,3371,GRUJUGAN,68261,F
42139,3274,GRUJUGAN,69472,F
42140,3660,GRUJUGAN,69383,F
42141,3228,GUBENG,60281,F
42142,3262,GUBRIH,68252,F
42143,3289,GUBUKKLAKAH,65157,F
42144,3523,GUCI,62254,F
42145,3744,GUCIALIT,67353,F
42146,3307,GUDANG,68373,F
42147,3651,GUDO,61463,F
42148,3257,GUGUL,69371,F
42149,3741,GUGUT,68152,F
42150,3282,GULBUNG,69271,F
42151,3746,GULOMANTUNG,61124,F
42152,3384,GULUK GULUK,69463,F
42153,3223,GULUKMANJUNG,69466,F
42154,3822,GULUN,63392,F
42155,3659,GUMANTUK,62261,F
42156,3423,GUMELAR,68161,F
42157,3218,GUMENG,61152,F
42158,3376,GUMENG,61372,F
42159,3528,GUMENO,61151,F
42160,3381,GUMININGREJO,62281,F
42161,3238,GUMIRIH,68464,F
42162,3498,GUMUK,68454,F
42163,3358,GUMUKMAS,68165,F
42164,3230,GUMUKSARI,68193,F
42165,3652,GUMULAN,61484,F
42166,3253,GUNDIH,60172,F
42167,3690,GUNDIK,63463,F
42168,3475,GUNELAP (GENELAP),69154,F
42169,3327,GUNGGUNG,69451,F
42170,3239,GUNGGUNGAN KIDUL,67292,F
42171,3239,GUNGGUNGAN LOR,67292,F
42172,3571,GUNONG / GUNUNG SERENG,69163,F
42173,3679,GUNOSARI,68272,F
42174,3717,GUNTING,67161,F
42175,3823,GUNUNG ANYAR TAMBAK,60294,F
42176,3823,GUNUNG ANYAR,60294,F
42177,3531,GUNUNG BEKEL,67274,F
42178,3367,GUNUNG ELEH,69252,F
42179,3580,GUNUNG GANGSIR,67154,F
42180,3418,GUNUNG GEDANGAN,61315,F
42181,3824,GUNUNG GEDE,66173,F
42182,3248,GUNUNG GENI,67275,F
42183,3287,GUNUNG JATI,65155,F
42184,3785,GUNUNG KEMBAR,69452,F
42185,3661,GUNUNG KESAN,69254,F
42186,3220,GUNUNG MADDAH,69216,F
42187,3694,GUNUNG MALANG,68354,F
42188,3737,GUNUNG MALANG,68195,F
42189,3694,GUNUNG PUTRI,68354,F
42190,3558,GUNUNG RANCAK,69254,F
42191,3825,GUNUNG REJO,63573,F
42192,3580,GUNUNG SARI,67154,F
42193,3701,GUNUNG SARI,65337,F
42194,3790,GUNUNG SARI,68262,F
42195,3220,GUNUNG SEKAR,69216,F
42196,3534,GUNUNG TUGEL,67261,F
42197,3459,GUNUNGAN,61354,F
42198,3583,GUNUNGAN,63395,F
42199,3485,GUNUNGANYAR,62372,F
42200,3731,GUNUNGANYAR,68283,F
42201,3525,GUNUNGREJO,62272,F
42202,3283,GUNUNGREJO,65153,F
42203,3826,GUNUNGRONGGO,65172,F
42204,3295,GUNUNGSARI,63581,F
42205,3503,GUNUNGSARI,62192,F
42206,3459,GUNUNGSARI,61354,F
42207,3772,GUNUNGSARI,60224,F
42208,3721,GUNUNGSARI,63281,F
42209,3353,GUNUNGSARI,63151,F
42210,3826,GUNUNGSARI,65172,F
42211,3787,GUNUNGSARI,68166,F
42212,3401,GUNUNGTEGUH,61181,F
42213,3315,GUPOLO,63491,F
42214,3219,GURAH,64181,F
42215,3526,GURANGANYAR,61171,F
42216,3246,GUWA GUWA,69485,F
42217,3689,GUWOTERUS,62357,F
42218,3356,GUYANGAN,64461,F
42219,3630,GUYANGAN,67288,F
42220,3530,GUYANGAN,62155,F
42221,3815,GUYUNG,63271,F
42222,3664,HADILUWIH,63572,F
42223,3664,HADIWARNO,63572,F
42224,3601,HARGOMULYO,62164,F
42225,3319,HARGOMULYO,63263,F
42226,3789,HARGORETNO,62356,F
42227,3809,HARGOSARI,63264,F
42228,3290,HARJOKUNCARAN,65176,F
42229,3798,HARJOMOLYO,68184,F
42230,3639,HENDROSARI,61174,F
42231,3639,HULAAN,61174,F
42232,3526,IKERIKERGEGER,61171,F
42233,3326,IMAAN,61155,F
42234,3746,INDRO,61124,F
42235,3218,INDRODELIK,61152,F
42236,3233,JAAH,69165,F
42237,3405,JAAN,64451,F
42238,3609,JABALSARI,66291,F
42239,3505,JABANG,64172,F
42240,3373,JABARAN,61263,F
42241,3785,JABA\AN,69452,F
42242,3538,JABON,64157,F
42243,3492,JABON,61418,F
42244,3553,JABON,66281,F
42245,3800,JABON,61364,F
42246,3413,JABONTEGAL,61384,F
42247,3240,JABUNG CANDI,67291,F
42248,3240,JABUNG SISIR,67291,F
42249,3240,JABUNG WETAN,67291,F
42250,3287,JABUNG,,F
42251,3682,JABUNG,62262,F
42252,3362,JABUNG,63472,F
42253,3511,JABUNG,63352,F
42254,3365,JABUNG,66183,F
42255,3641,JADDIH,69161,F
42256,3225,JADDUNG,69465,F
42257,3233,JADDUNG,69165,F
42258,3597,JADI,62381,F
42259,3437,JADUNG,69474,F
42260,3421,JAGALAN,64125,F
42261,3418,JAGALAN,61313,F
42262,3809,JAGIR,63264,F
42263,3750,JAGIR,60244,F
42264,3523,JAGRAN,62254,F
42265,3318,JAGUL,64291,F
42266,3613,JAGUNG,64183,F
42267,3791,JAJAG,68486,F
42268,3797,JAJAR,66372,F
42269,3583,JAJAR,63395,F
42270,3365,JAJAR,66183,F
42271,3781,JAJAR,64174,F
42272,3332,JAJARTUNGGAL,60229,F
42273,3361,JALEN,63461,F
42274,3567,JALMAK,69317,F
42275,3235,JAMBANGAN,67283,F
42276,3408,JAMBANGAN,61271,F
42277,3255,JAMBANGAN,65181,F
42278,3827,JAMBANGAN,60232,F
42279,3398,JAMBANGAN,63382,F
42280,3755,JAMBANGAN,64153,F
42281,3322,JAMBANGAN,63253,F
42282,3821,JAMBE ANOM,68263,F
42283,3737,JAMBE ARUM,68195,F
42284,3821,JAMBE SARI,68263,F
42285,3505,JAMBEAN,64172,F
42286,3826,JAMBEARJO,65172,F
42287,3828,JAMBEARUM,67361,F
42288,3355,JAMBEARUM,68164,F
42289,3828,JAMBEKUMBU,67361,F
42290,3763,JAMBEPAWON,66186,F
42291,3313,JAMBEREJO,62195,F
42292,3677,JAMBESARI,68425,F
42293,3289,JAMBESARI,65157,F
42294,3806,JAMBESARI,68156,F
42295,3829,JAMBEWANGI,66184,F
42296,3808,JAMBEWANGI,68468,F
42297,3262,JAMBEWUNGU,68252,F
42298,3564,JAMBI,64394,F
42299,3649,JAMBON,63456,F
42300,3350,JAMBRINGIN,69363,F
42301,3236,JAMBU,69121,F
42302,3476,JAMBU,64183,F
42303,3436,JAMBU,69461,F
42304,3435,JAMBU,66352,F
42305,3799,JAMBUIR,69483,F
42306,3830,JAMBUWER,65165,F
42307,3420,JAMBUWOK,61362,F
42308,3806,JAMINTORO,68156,F
42309,3320,JAMPES,64472,F
42310,3455,JAMPET,62154,F
42311,3655,JAMPIROGO,61361,F
42312,3831,JAMPIT,68288,F
42313,3618,JAMPRONG,62363,F
42314,3433,JAMSAREN,64132,F
42315,3251,JANGGAN,63362,F
42316,3832,JANGJANGWULUNG,67176,F
42317,3275,JANGKANG,67287,F
42318,3227,JANGKAR,68372,F
42319,3360,JANGKAR,69172,F
42320,3537,JANGKONG,69473,F
42321,3659,JANGKUNGSOMO,62261,F
42322,3261,JANGUR,67251,F
42323,3571,JANTEH,69163,F
42324,3232,JANTI,61485,F
42325,3638,JANTI,61482,F
42326,3755,JANTI,64153,F
42327,3690,JANTI,63463,F
42328,3412,JANTI,61265,F
42329,3807,JANTI,61273,F
42330,3629,JANTI,61256,F
42331,3781,JANTI,64174,F
42332,3723,JANTIGANGGONG,61461,F
42333,3605,JANTOK,64154,F
42334,3315,JAPAN,63491,F
42335,3655,JAPAN,61361,F
